Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n64012a-il-200000-n5
Airfoil,n64012a-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,39.8793
Max Cl/Cd alpha,4
Url,http://airfoiltools.com/polar/csv?polar=xf-n64012a-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.250,-0.8238,0.08751,0.08362,-0.0158,1.0000,0.0168
-13.000,-0.8478,0.07892,0.07490,-0.0216,1.0000,0.0167
-12.750,-0.8710,0.07157,0.06738,-0.0261,1.0000,0.0166
-12.500,-0.8935,0.06519,0.06079,-0.0294,1.0000,0.0166
-12.250,-0.9145,0.05974,0.05509,-0.0314,1.0000,0.0166
-12.000,-0.9335,0.05512,0.05020,-0.0320,1.0000,0.0167
-11.750,-0.9500,0.05120,0.04602,-0.0315,1.0000,0.0168
-11.500,-0.9598,0.04801,0.04265,-0.0303,1.0000,0.0170
-11.250,-0.9637,0.04565,0.04014,-0.0286,1.0000,0.0173
-11.000,-0.9647,0.04367,0.03802,-0.0266,1.0000,0.0176
-10.750,-0.9628,0.04177,0.03595,-0.0245,1.0000,0.0179
-10.500,-0.9579,0.03967,0.03362,-0.0227,1.0000,0.0182
-10.250,-0.9508,0.03745,0.03112,-0.0210,1.0000,0.0185
-10.000,-0.9407,0.03535,0.02876,-0.0194,1.0000,0.0188
-9.750,-0.9280,0.03337,0.02654,-0.0179,1.0000,0.0192
-9.500,-0.9131,0.03152,0.02443,-0.0166,1.0000,0.0197
-9.250,-0.8964,0.02984,0.02252,-0.0154,1.0000,0.0203
-9.000,-0.8783,0.02846,0.02092,-0.0143,1.0000,0.0211
-8.750,-0.8591,0.02722,0.01946,-0.0133,1.0000,0.0218
-8.500,-0.8395,0.02576,0.01783,-0.0123,1.0000,0.0223
-8.250,-0.8205,0.02430,0.01630,-0.0113,1.0000,0.0229
-8.000,-0.8013,0.02321,0.01517,-0.0102,1.0000,0.0236
-7.750,-0.7823,0.02227,0.01418,-0.0091,1.0000,0.0243
-7.500,-0.7635,0.02138,0.01324,-0.0078,1.0000,0.0252
-7.250,-0.7453,0.02054,0.01233,-0.0064,1.0000,0.0262
-7.000,-0.7277,0.01977,0.01150,-0.0048,1.0000,0.0273
-6.750,-0.7100,0.01915,0.01080,-0.0032,1.0000,0.0286
-6.500,-0.6956,0.01832,0.00998,-0.0011,1.0000,0.0304
-6.250,-0.6800,0.01771,0.00936,0.0008,1.0000,0.0323
-6.000,-0.6591,0.01711,0.00870,0.0016,0.9978,0.0346
-5.750,-0.6258,0.01645,0.00796,0.0000,0.9907,0.0378
-5.500,-0.5931,0.01572,0.00724,-0.0017,0.9833,0.0440
-5.250,-0.5609,0.01512,0.00663,-0.0031,0.9747,0.0531
-5.000,-0.5301,0.01454,0.00608,-0.0042,0.9648,0.0679
-4.750,-0.5004,0.01388,0.00556,-0.0052,0.9545,0.0981
-4.500,-0.4731,0.01295,0.00501,-0.0059,0.9438,0.1734
-4.250,-0.4497,0.01173,0.00441,-0.0060,0.9323,0.3084
-4.000,-0.4294,0.01077,0.00412,-0.0051,0.9192,0.4586
-3.750,-0.4037,0.01047,0.00400,-0.0047,0.9074,0.5242
-3.500,-0.3770,0.01029,0.00389,-0.0043,0.8961,0.5655
-3.250,-0.3499,0.01018,0.00379,-0.0040,0.8853,0.5964
