Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n63415-il-50000-n5
Airfoil,n63415-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,27.7586
Max Cl/Cd alpha,8.5
Url,http://airfoiltools.com/polar/csv?polar=xf-n63415-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-12.250,-0.4864,0.10374,0.09610,-0.0490,1.0000,0.0653
-12.000,-0.5035,0.09531,0.08770,-0.0538,1.0000,0.0650
-11.750,-0.5277,0.08661,0.07900,-0.0592,1.0000,0.0645
-11.500,-0.5563,0.07865,0.07102,-0.0643,1.0000,0.0640
-11.250,-0.5852,0.07205,0.06435,-0.0682,1.0000,0.0635
-11.000,-0.6120,0.06686,0.05905,-0.0703,1.0000,0.0632
-10.750,-0.6369,0.06283,0.05491,-0.0707,1.0000,0.0633
-10.500,-0.6597,0.05982,0.05179,-0.0692,1.0000,0.0633
-10.250,-0.6788,0.05715,0.04899,-0.0670,1.0000,0.0636
-10.000,-0.6949,0.05466,0.04631,-0.0643,1.0000,0.0643
-9.750,-0.7084,0.05238,0.04380,-0.0613,1.0000,0.0651
-9.500,-0.7198,0.05026,0.04139,-0.0580,1.0000,0.0659
-9.250,-0.7245,0.04831,0.03926,-0.0550,1.0000,0.0669
-9.000,-0.7218,0.04670,0.03763,-0.0525,1.0000,0.0683
-8.750,-0.7190,0.04511,0.03591,-0.0500,1.0000,0.0695
-8.500,-0.7149,0.04357,0.03421,-0.0476,1.0000,0.0713
-8.250,-0.7092,0.04207,0.03251,-0.0454,1.0000,0.0736
-8.000,-0.6785,0.03985,0.02974,-0.0475,0.9923,0.0775
-7.750,-0.6463,0.03810,0.02806,-0.0491,0.9857,0.0812
-7.500,-0.6146,0.03667,0.02643,-0.0506,0.9784,0.0866
-7.250,-0.5801,0.03526,0.02488,-0.0521,0.9723,0.0920
-7.000,-0.5506,0.03415,0.02375,-0.0529,0.9644,0.0982
-6.750,-0.5167,0.03301,0.02250,-0.0546,0.9583,0.1067
-6.500,-0.4906,0.03199,0.02141,-0.0550,0.9493,0.1159
-6.250,-0.4596,0.03080,0.02024,-0.0567,0.9428,0.1302
-6.000,-0.4374,0.02964,0.01914,-0.0570,0.9332,0.1484
-5.750,-0.4092,0.02802,0.01783,-0.0591,0.9265,0.1846
-5.500,-0.3918,0.02646,0.01684,-0.0594,0.9167,0.2542
-5.250,-0.3628,0.02563,0.01686,-0.0603,0.9108,0.3914
-5.000,-0.3421,0.02586,0.01720,-0.0588,0.9009,0.4641
-4.750,-0.3090,0.02630,0.01753,-0.0592,0.8950,0.5207
-4.500,-0.2884,0.02689,0.01804,-0.0571,0.8854,0.5556
-4.250,-0.2581,0.02761,0.01868,-0.0560,0.8793,0.5859
-4.000,-0.2372,0.02810,0.01906,-0.0540,0.8704,0.6077
-3.750,-0.2091,0.02855,0.01937,-0.0529,0.8639,0.6267
-3.500,-0.1855,0.02881,0.01950,-0.0516,0.8561,0.6432
-3.250,-0.1604,0.02888,0.01941,-0.0509,0.8485,0.6581
-3.000,-0.1274,0.02894,0.01931,-0.0512,0.8437,0.6692
-2.750,-0.1109,0.02899,0.01927,-0.0494,0.8337,0.6796
-2.500,-0.0794,0.02880,0.01890,-0.0504,0.8281,0.6920
-2.250,-0.0605,0.02894,0.01897,-0.0486,0.8196,0.6999
-2.000,-0.0327,0.02880,0.01869,-0.0490,0.8131,0.7108
-1.750,-0.0065,0.02880,0.01860,-0.0486,0.8067,0.7192
-1.500,0.0143,0.02880,0.01851,-0.0479,0.7984,0.7289
-1.250,0.0453,0.02870,0.01830,-0.0483,0.7935,0.7376
-1.000,0.0622,0.02881,0.01836,-0.0470,0.7845,0.7466
-0.750,0.0898,0.02876,0.01823,-0.0471,0.7786,0.7554
-0.500,0.1140,0.02879,0.01820,-0.0467,0.7722,0.7641
-0.250,0.1345,0.02890,0.01827,-0.0459,0.7642,0.7734
0.000,0.1648,0.02881,0.01813,-0.0462,0.7595,0.7817
0.250,0.1803,0.02909,0.01839,-0.0450,0.7506,0.7919
0.500,0.2063,0.02910,0.01839,-0.0446,0.7449,0.8002
0.750,0.2314,0.02918,0.01844,-0.0445,0.7389,0.8108
1.000,0.2480,0.02945,0.01873,-0.0430,0.7307,0.8201
1.250,0.2778,0.02940,0.01866,-0.0433,0.7262,0.8301
1.500,0.2917,0.02981,0.01910,-0.0417,0.7173,0.8416
1.750,0.3163,0.02988,0.01920,-0.0412,0.7116,0.8519
2.000,0.3453,0.02987,0.01919,-0.0413,0.7071,0.8629
2.250,0.3561,0.03041,0.01980,-0.0395,0.6975,0.8764
2.500,0.3862,0.03036,0.01979,-0.0397,0.6930,0.8884
2.750,0.4003,0.03090,0.02040,-0.0385,0.6841,0.9033
3.000,0.4297,0.03099,0.02056,-0.0389,0.6783,0.9177
3.250,0.4695,0.03084,0.02048,-0.0407,0.6747,0.9312
