Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-s1223-il-100000-n5
Airfoil,s1223-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,59.1619
Max Cl/Cd alpha,4
Url,http://airfoiltools.com/polar/csv?polar=xf-s1223-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-6.500,0.0289,0.10370,0.09907,-0.0665,0.9166,0.0463
-6.250,0.0326,0.10179,0.09720,-0.0682,0.9041,0.0470
-6.000,0.0331,0.10022,0.09568,-0.0696,0.8903,0.0473
-5.750,0.0499,0.09631,0.09180,-0.0695,0.8800,0.0479
-5.500,0.0667,0.09311,0.08861,-0.0701,0.8696,0.0489
-5.000,0.0803,0.08867,0.08423,-0.0696,0.8373,0.0511
-4.750,0.0858,0.08647,0.08203,-0.0701,0.8198,0.0527
-4.500,0.0947,0.08399,0.07954,-0.0745,0.8008,0.0542
-4.250,0.1153,0.08020,0.07572,-0.0813,0.7816,0.0547
-4.000,0.1397,0.07650,0.07194,-0.0801,0.7637,0.0559
-3.750,0.1708,0.07279,0.06811,-0.0842,0.7423,0.0582
-3.500,0.2143,0.06795,0.06310,-0.1009,0.7163,0.0629
-3.250,0.2376,0.06512,0.06012,-0.0978,0.6911,0.0658
-3.000,0.2930,0.06000,0.05475,-0.1157,0.6651,0.0731
-2.500,0.3707,0.04916,0.04342,-0.1303,0.6235,0.0401
-2.000,0.7660,0.02393,0.01508,-0.2296,0.5690,0.0381
-1.750,0.8233,0.02281,0.01340,-0.2360,0.5536,0.0399
-1.500,0.8701,0.02226,0.01257,-0.2400,0.5408,0.0431
-1.250,0.9132,0.02198,0.01199,-0.2431,0.5293,0.0475
-1.000,0.9550,0.02173,0.01164,-0.2461,0.5186,0.0511
-0.750,0.9981,0.02166,0.01135,-0.2493,0.5091,0.0586
-0.500,1.0410,0.02155,0.01111,-0.2525,0.5003,0.0712
-0.250,1.0910,0.02132,0.01116,-0.2575,0.4922,0.1945
0.000,1.1230,0.02174,0.01149,-0.2582,0.4861,0.2726
0.250,1.1513,0.02219,0.01198,-0.2582,0.4795,0.3256
0.500,1.1821,0.02246,0.01211,-0.2586,0.4734,0.3424
1.000,1.2440,0.02300,0.01240,-0.2596,0.4623,0.3694
1.250,1.2738,0.02325,0.01260,-0.2599,0.4570,0.3821
1.500,1.3040,0.02355,0.01281,-0.2603,0.4525,0.3980
1.750,1.3349,0.02391,0.01303,-0.2608,0.4488,0.4159
2.000,1.3632,0.02419,0.01335,-0.2608,0.4443,0.4348
2.250,1.3914,0.02450,0.01368,-0.2608,0.4397,0.4574
2.500,1.4199,0.02483,0.01401,-0.2608,0.4355,0.4861
2.750,1.4488,0.02517,0.01435,-0.2610,0.4318,0.5195
3.000,1.4786,0.02556,0.01472,-0.2613,0.4287,0.5606
3.250,1.5053,0.02590,0.01522,-0.2610,0.4251,0.6108
3.500,1.5307,0.02621,0.01569,-0.2604,0.4214,0.6777
3.750,1.5513,0.02640,0.01605,-0.2587,0.4179,0.7765
4.000,1.5672,0.02649,0.01620,-0.2561,0.4149,1.0000
4.250,1.5962,0.02700,0.01660,-0.2563,0.4120,1.0000
4.500,1.6249,0.02756,0.01707,-0.2566,0.4093,1.0000
4.750,1.6501,0.02811,0.01767,-0.2561,0.4061,1.0000
5.000,1.6753,0.02867,0.01826,-0.2556,0.4027,1.0000
5.250,1.7006,0.02921,0.01883,-0.2552,0.3994,1.0000
5.500,1.7264,0.02975,0.01934,-0.2549,0.3964,1.0000
5.750,1.7532,0.03030,0.01985,-0.2547,0.3938,1.0000
6.000,1.7814,0.03090,0.02038,-0.2549,0.3915,1.0000
6.250,1.8022,0.03157,0.02123,-0.2536,0.3884,1.0000
6.500,1.8235,0.03224,0.02201,-0.2525,0.3851,1.0000
6.750,1.8455,0.03289,0.02273,-0.2515,0.3818,1.0000
7.000,1.8687,0.03350,0.02341,-0.2507,0.3789,1.0000
7.250,1.8931,0.03408,0.02400,-0.2502,0.3761,1.0000
7.500,1.9194,0.03466,0.02454,-0.2500,0.3735,1.0000
7.750,1.9355,0.03550,0.02557,-0.2480,0.3701,1.0000
8.000,1.9514,0.03631,0.02659,-0.2459,0.3665,1.0000
8.250,1.9695,0.03704,0.02743,-0.2442,0.3629,1.0000
8.500,1.9897,0.03767,0.02811,-0.2430,0.3596,1.0000
8.750,2.0130,0.03821,0.02866,-0.2422,0.3566,1.0000
9.000,2.0287,0.03904,0.02962,-0.2402,0.3533,1.0000
9.250,2.0350,0.04010,0.03094,-0.2366,0.3492,1.0000
9.500,2.0453,0.04099,0.03197,-0.2336,0.3454,1.0000
9.750,2.0603,0.04166,0.03274,-0.2315,0.3418,1.0000
10.000,2.0812,0.04218,0.03326,-0.2303,0.3387,1.0000
10.250,2.0861,0.04336,0.03465,-0.2267,0.3351,1.0000
10.500,2.0845,0.04481,0.03636,-0.2221,0.3308,1.0000
10.750,2.0906,0.04590,0.03762,-0.2187,0.3266,1.0000
11.000,2.1046,0.04655,0.03831,-0.2166,0.3227,1.0000
11.250,2.1132,0.04756,0.03942,-0.2138,0.3188,1.0000
11.500,2.1022,0.04979,0.04198,-0.2085,0.3141,1.0000
11.750,2.1014,0.05142,0.04380,-0.2048,0.3094,1.0000
12.000,2.1115,0.05232,0.04476,-0.2025,0.3052,1.0000
12.250,2.1066,0.05444,0.04708,-0.1987,0.3007,1.0000
12.500,2.0908,0.05759,0.05053,-0.1943,0.2955,1.0000
12.750,2.0889,0.05964,0.05272,-0.1914,0.2907,1.0000
13.000,2.0889,0.06158,0.05476,-0.1889,0.2859,1.0000
13.250,2.0589,0.06690,0.06044,-0.1852,0.2803,1.0000
13.500,2.0482,0.07041,0.06412,-0.1831,0.2749,1.0000
13.750,2.0375,0.07425,0.06810,-0.1815,0.2698,1.0000
14.000,1.9866,0.08410,0.07829,-0.1808,0.2635,1.0000
14.250,1.9828,0.08762,0.08190,-0.1804,0.2580,1.0000
