Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-s1223-il-50000-n5
Airfoil,s1223-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,42.3049
Max Cl/Cd alpha,3.25
Url,http://airfoiltools.com/polar/csv?polar=xf-s1223-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-6.250,-0.0584,0.11731,0.11139,-0.0461,0.9503,0.0921
-6.000,-0.0522,0.11606,0.11019,-0.0494,0.9358,0.0956
-5.750,-0.0572,0.11654,0.11075,-0.0527,0.9183,0.0967
-5.500,-0.0189,0.10881,0.10303,-0.0535,0.9117,0.0999
-5.250,-0.0009,0.10560,0.09984,-0.0553,0.8989,0.1035
-5.000,0.0071,0.10344,0.09772,-0.0564,0.8826,0.1071
-4.750,0.0032,0.10309,0.09744,-0.0585,0.8612,0.1103
-4.500,0.0129,0.10092,0.09534,-0.0629,0.8427,0.1115
-4.250,0.0402,0.09527,0.08967,-0.0613,0.8344,0.1143
-4.000,0.0561,0.09212,0.08653,-0.0619,0.8183,0.1180
-3.750,0.0695,0.08961,0.08404,-0.0644,0.8007,0.1234
-3.250,0.1040,0.08331,0.07774,-0.0709,0.7666,0.1289
-3.000,0.1248,0.07994,0.07434,-0.0717,0.7512,0.1320
-2.500,0.2103,0.06721,0.06122,-0.0959,0.7248,0.0719
-2.000,0.3303,0.05482,0.04838,-0.1236,0.6949,0.0628
-1.750,0.3927,0.04998,0.04329,-0.1346,0.6803,0.0612
-1.500,0.6753,0.03305,0.02413,-0.2027,0.6594,0.0628
-1.250,0.7522,0.03077,0.02118,-0.2134,0.6409,0.0663
-1.000,0.8185,0.02945,0.01914,-0.2213,0.6240,0.0739
-0.750,0.8728,0.02878,0.01803,-0.2265,0.6087,0.0824
-0.500,0.9240,0.02838,0.01736,-0.2312,0.5946,0.0976
-0.250,0.9815,0.02802,0.01703,-0.2374,0.5825,0.1449
0.000,1.0242,0.02857,0.01774,-0.2402,0.5714,0.2877
0.250,1.0544,0.02934,0.01854,-0.2402,0.5620,0.3631
0.500,1.0896,0.02968,0.01865,-0.2414,0.5527,0.3969
0.750,1.1271,0.02994,0.01863,-0.2431,0.5448,0.4189
1.000,1.1608,0.03026,0.01879,-0.2443,0.5366,0.4373
1.250,1.1982,0.03056,0.01886,-0.2460,0.5300,0.4579
1.500,1.2315,0.03095,0.01913,-0.2471,0.5236,0.4781
1.750,1.2623,0.03138,0.01951,-0.2477,0.5168,0.5010
2.000,1.2961,0.03177,0.01980,-0.2488,0.5110,0.5292
2.250,1.3280,0.03221,0.02019,-0.2496,0.5056,0.5608
2.500,1.3538,0.03274,0.02084,-0.2492,0.4997,0.5980
2.750,1.3811,0.03320,0.02139,-0.2491,0.4947,0.6465
3.000,1.4073,0.03352,0.02178,-0.2485,0.4905,0.7171
3.250,1.4206,0.03358,0.02198,-0.2453,0.4868,0.8638
3.500,1.4447,0.03441,0.02281,-0.2450,0.4814,1.0000
3.750,1.4729,0.03530,0.02358,-0.2454,0.4764,1.0000
4.000,1.5029,0.03611,0.02425,-0.2460,0.4722,1.0000
4.250,1.5355,0.03687,0.02482,-0.2470,0.4687,1.0000
4.500,1.5556,0.03799,0.02604,-0.2460,0.4643,1.0000
4.750,1.5758,0.03910,0.02721,-0.2449,0.4597,1.0000
5.000,1.5992,0.04009,0.02820,-0.2444,0.4555,1.0000
5.250,1.6259,0.04099,0.02903,-0.2443,0.4519,1.0000
5.500,1.6559,0.04182,0.02979,-0.2448,0.4489,1.0000
5.750,1.6669,0.04335,0.03153,-0.2423,0.4447,1.0000
6.000,1.6794,0.04484,0.03318,-0.2402,0.4403,1.0000
6.250,1.6972,0.04610,0.03451,-0.2388,0.4363,1.0000
6.500,1.7201,0.04716,0.03558,-0.2382,0.4330,1.0000
6.750,1.7486,0.04801,0.03643,-0.2384,0.4301,1.0000
7.000,1.7518,0.05004,0.03870,-0.2350,0.4261,1.0000
7.250,1.7487,0.05239,0.04131,-0.2307,0.4216,1.0000
7.500,1.7554,0.05422,0.04330,-0.2279,0.4175,1.0000
7.750,1.7735,0.05548,0.04462,-0.2267,0.4140,1.0000
8.000,1.8040,0.05615,0.04530,-0.2271,0.4110,1.0000
8.250,1.7699,0.06015,0.04966,-0.2191,0.4064,1.0000
8.500,1.7174,0.06578,0.05567,-0.2101,0.4009,1.0000
8.750,1.7083,0.06905,0.05909,-0.2065,0.3965,1.0000
9.000,1.7381,0.06940,0.05945,-0.2065,0.3935,1.0000
9.500,1.5208,0.10105,0.09186,-0.1979,0.3713,1.0000
