Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-goe398-il-500000-n5
Airfoil,goe398-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,92.4893
Max Cl/Cd alpha,5.5
Url,http://airfoiltools.com/polar/csv?polar=xf-goe398-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-14.250,-0.8240,0.04704,0.04366,-0.0906,1.0000,0.0189
-14.000,-0.8683,0.03683,0.03317,-0.1007,0.9990,0.0188
-13.750,-0.8654,0.03290,0.02896,-0.1051,0.9923,0.0190
-13.500,-0.8524,0.03106,0.02703,-0.1062,0.9859,0.0193
-13.250,-0.8346,0.02952,0.02539,-0.1070,0.9799,0.0196
-13.000,-0.8132,0.02826,0.02404,-0.1078,0.9742,0.0199
-12.750,-0.7921,0.02718,0.02287,-0.1081,0.9681,0.0203
-12.500,-0.7702,0.02606,0.02162,-0.1085,0.9618,0.0207
-12.250,-0.7468,0.02489,0.02031,-0.1091,0.9561,0.0212
-12.000,-0.7225,0.02377,0.01900,-0.1097,0.9494,0.0218
-11.750,-0.6922,0.02258,0.01759,-0.1114,0.9452,0.0223
-11.500,-0.6653,0.02168,0.01664,-0.1121,0.9374,0.0227
-11.250,-0.6330,0.02089,0.01577,-0.1138,0.9310,0.0231
-11.000,-0.6023,0.02024,0.01504,-0.1149,0.9230,0.0237
-10.750,-0.5713,0.01954,0.01422,-0.1161,0.9145,0.0243
-10.500,-0.5437,0.01889,0.01344,-0.1165,0.9047,0.0249
-10.000,-0.4921,0.01768,0.01189,-0.1163,0.8837,0.0260
-9.750,-0.4686,0.01711,0.01126,-0.1157,0.8733,0.0265
-9.500,-0.4449,0.01669,0.01075,-0.1150,0.8627,0.0270
-9.250,-0.4215,0.01630,0.01028,-0.1142,0.8534,0.0276
-9.000,-0.3978,0.01594,0.00982,-0.1135,0.8444,0.0283
-8.750,-0.3746,0.01555,0.00932,-0.1126,0.8362,0.0289
-8.500,-0.3513,0.01516,0.00881,-0.1116,0.8279,0.0295
-8.250,-0.3278,0.01478,0.00833,-0.1107,0.8203,0.0301
-8.000,-0.3055,0.01435,0.00785,-0.1097,0.8114,0.0307
