Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-goe398-il-200000-n5
Airfoil,goe398-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,68.1765
Max Cl/Cd alpha,5.5
Url,http://airfoiltools.com/polar/csv?polar=xf-goe398-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.500,-0.3094,0.10964,0.10588,-0.0463,1.0000,0.0281
-11.250,-0.3164,0.10600,0.10229,-0.0464,1.0000,0.0285
-10.750,-0.5187,0.04558,0.04137,-0.0988,0.9661,0.0302
-10.500,-0.5097,0.04216,0.03777,-0.1019,0.9563,0.0305
-10.250,-0.4979,0.03934,0.03474,-0.1038,0.9470,0.0311
-10.000,-0.4851,0.03667,0.03181,-0.1051,0.9375,0.0318
-9.750,-0.4697,0.03333,0.02804,-0.1069,0.9302,0.0328
-9.500,-0.4605,0.03007,0.02419,-0.1066,0.9196,0.0339
-9.250,-0.4374,0.02788,0.02163,-0.1075,0.9137,0.0347
-9.000,-0.4134,0.02691,0.02059,-0.1075,0.9059,0.0353
-8.750,-0.3862,0.02595,0.01951,-0.1081,0.8992,0.0363
-8.500,-0.3595,0.02473,0.01805,-0.1086,0.8928,0.0375
-8.250,-0.3374,0.02348,0.01649,-0.1080,0.8840,0.0386
-8.000,-0.3095,0.02221,0.01491,-0.1084,0.8779,0.0395
-7.750,-0.2865,0.02152,0.01420,-0.1077,0.8693,0.0403
-7.500,-0.2591,0.02085,0.01345,-0.1078,0.8626,0.0414
-7.250,-0.2338,0.02019,0.01266,-0.1074,0.8554,0.0426
-7.000,-0.2092,0.01947,0.01176,-0.1068,0.8475,0.0438
-6.750,-0.1815,0.01874,0.01083,-0.1067,0.8412,0.0448
-6.500,-0.1592,0.01817,0.01024,-0.1057,0.8323,0.0459
-6.250,-0.1323,0.01770,0.00971,-0.1054,0.8250,0.0473
-6.000,-0.1087,0.01727,0.00921,-0.1045,0.8160,0.0488
-5.750,-0.0828,0.01678,0.00859,-0.1039,0.8075,0.0504
-5.500,-0.0593,0.01632,0.00806,-0.1030,0.7985,0.0518
-5.250,-0.0344,0.01593,0.00763,-0.1023,0.7902,0.0534
-5.000,-0.0102,0.01561,0.00726,-0.1014,0.7814,0.0556
-4.750,0.0148,0.01530,0.00683,-0.1006,0.7726,0.0583
-4.500,0.0388,0.01496,0.00650,-0.0997,0.7644,0.0611
-4.250,0.0633,0.01468,0.00618,-0.0989,0.7567,0.0645
-4.000,0.0887,0.01440,0.00584,-0.0982,0.7503,0.0687
