Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-sc20012-il-200000-n5
Airfoil,sc20012-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,39.8776
Max Cl/Cd alpha,7.75
Url,http://airfoiltools.com/polar/csv?polar=xf-sc20012-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-14.750,-0.9984,0.08336,0.07878,-0.0187,1.0000,0.0246
-14.500,-1.0455,0.07076,0.06582,-0.0271,1.0000,0.0244
-14.250,-1.0719,0.06348,0.05828,-0.0308,1.0000,0.0245
-14.000,-1.0906,0.05803,0.05259,-0.0326,1.0000,0.0246
-13.750,-1.1045,0.05359,0.04791,-0.0335,1.0000,0.0248
-13.500,-1.1150,0.04980,0.04386,-0.0335,1.0000,0.0251
-13.250,-1.1227,0.04648,0.04028,-0.0330,1.0000,0.0254
-13.000,-1.1277,0.04354,0.03708,-0.0319,1.0000,0.0258
-12.750,-1.1299,0.04093,0.03419,-0.0305,1.0000,0.0261
-12.500,-1.1280,0.03878,0.03183,-0.0290,1.0000,0.0265
-12.250,-1.1216,0.03725,0.03023,-0.0274,1.0000,0.0268
-12.000,-1.1142,0.03589,0.02879,-0.0257,1.0000,0.0271
-11.750,-1.1059,0.03463,0.02742,-0.0239,1.0000,0.0276
-11.500,-1.0967,0.03341,0.02609,-0.0219,1.0000,0.0281
-11.250,-1.0846,0.03216,0.02471,-0.0203,1.0000,0.0287
-11.000,-1.0707,0.03086,0.02325,-0.0189,1.0000,0.0295
-10.750,-1.0554,0.02956,0.02174,-0.0176,1.0000,0.0304
-10.500,-1.0391,0.02845,0.02054,-0.0164,1.0000,0.0312
-10.250,-1.0215,0.02763,0.01969,-0.0153,1.0000,0.0320
-10.000,-1.0027,0.02683,0.01882,-0.0144,1.0000,0.0332
-9.750,-0.9832,0.02595,0.01782,-0.0134,1.0000,0.0348
-9.500,-0.9636,0.02506,0.01682,-0.0125,1.0000,0.0362
-9.250,-0.9433,0.02437,0.01612,-0.0117,1.0000,0.0375
-9.000,-0.9224,0.02366,0.01535,-0.0108,1.0000,0.0392
-8.750,-0.9009,0.02291,0.01446,-0.0100,1.0000,0.0410
-8.500,-0.8801,0.02219,0.01374,-0.0092,1.0000,0.0426
-8.250,-0.8582,0.02162,0.01316,-0.0085,1.0000,0.0446
-8.000,-0.8358,0.02106,0.01250,-0.0078,1.0000,0.0471
-7.750,-0.8143,0.02042,0.01186,-0.0070,1.0000,0.0492
-7.500,-0.7921,0.01992,0.01136,-0.0062,1.0000,0.0517
-7.250,-0.7697,0.01944,0.01081,-0.0054,1.0000,0.0545
-7.000,-0.7489,0.01884,0.01023,-0.0045,1.0000,0.0570
-6.750,-0.7278,0.01838,0.00979,-0.0035,1.0000,0.0598
-6.500,-0.7075,0.01797,0.00934,-0.0023,1.0000,0.0627
-6.250,-0.6807,0.01740,0.00879,-0.0026,0.9948,0.0659
-6.000,-0.6481,0.01689,0.00829,-0.0040,0.9855,0.0698
-5.750,-0.6157,0.01642,0.00779,-0.0053,0.9756,0.0740
-5.500,-0.5841,0.01590,0.00730,-0.0065,0.9657,0.0788
-5.250,-0.5522,0.01551,0.00686,-0.0075,0.9552,0.0843
-5.000,-0.5226,0.01504,0.00646,-0.0082,0.9437,0.0913
-4.750,-0.4930,0.01465,0.00607,-0.0087,0.9331,0.0999
-4.500,-0.4648,0.01428,0.00573,-0.0090,0.9222,0.1118
-4.250,-0.4379,0.01389,0.00541,-0.0089,0.9121,0.1281
-4.000,-0.4114,0.01350,0.00510,-0.0088,0.9030,0.1514
-3.750,-0.3861,0.01306,0.00482,-0.0085,0.8942,0.1843
-3.500,-0.3615,0.01257,0.00454,-0.0081,0.8861,0.2348
-3.250,-0.3378,0.01200,0.00426,-0.0076,0.8791,0.3036
-3.000,-0.3156,0.01129,0.00399,-0.0069,0.8719,0.4017
-2.750,-0.2950,0.01057,0.00385,-0.0055,0.8656,0.5253
-2.500,-0.2717,0.01034,0.00403,-0.0043,0.8595,0.6275
-2.250,-0.2448,0.01034,0.00406,-0.0038,0.8533,0.6668
-2.000,-0.2177,0.01037,0.00407,-0.0034,0.8482,0.6936
-1.750,-0.1908,0.01039,0.00410,-0.0029,0.8439,0.7151
-1.500,-0.1634,0.01041,0.00415,-0.0025,0.8384,0.7335
-1.250,-0.1361,0.01044,0.00419,-0.0022,0.8333,0.7497
-1.000,-0.1091,0.01047,0.00425,-0.0016,0.8290,0.7637
-0.750,-0.0819,0.01050,0.00430,-0.0011,0.8252,0.7764
-0.500,-0.0543,0.01054,0.00435,-0.0009,0.8202,0.7890
-0.250,-0.0272,0.01056,0.00443,-0.0004,0.8150,0.7998
0.000,0.0000,0.01057,0.00443,0.0000,0.8091,0.8091
0.250,0.0272,0.01056,0.00443,0.0004,0.7998,0.8150
0.500,0.0543,0.01054,0.00435,0.0009,0.7890,0.8202
0.750,0.0819,0.01050,0.00430,0.0011,0.7762,0.8252
1.000,0.1091,0.01047,0.00425,0.0016,0.7637,0.8290
1.250,0.1361,0.01044,0.00419,0.0022,0.7497,0.8333
1.500,0.1634,0.01041,0.00415,0.0025,0.7335,0.8384
1.750,0.1908,0.01039,0.00410,0.0029,0.7151,0.8439
2.000,0.2177,0.01037,0.00407,0.0034,0.6935,0.8482
2.250,0.2448,0.01034,0.00406,0.0038,0.6667,0.8533
2.500,0.2717,0.01034,0.00402,0.0043,0.6274,0.8595
