Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-fx63137-il-1000000-n5
Airfoil,fx63137-il
Reynolds number,1000000
Ncrit,5
Mach,0
Max Cl/Cd,105.716
Max Cl/Cd alpha,1.5
Url,http://airfoiltools.com/polar/csv?polar=xf-fx63137-il-1000000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.250,-0.2896,0.10874,0.10679,-0.0759,0.9863,0.0052
-13.000,-0.2960,0.10151,0.09952,-0.0806,0.9841,0.0052
-12.500,-0.5628,0.03603,0.03306,-0.1335,0.9435,0.0044
-12.250,-0.5364,0.02909,0.02582,-0.1494,0.9252,0.0045
-12.000,-0.4896,0.02429,0.02071,-0.1647,0.9093,0.0046
-11.750,-0.4500,0.02138,0.01754,-0.1746,0.8912,0.0047
-11.500,-0.4199,0.01949,0.01543,-0.1801,0.8744,0.0047
-11.250,-0.3950,0.01823,0.01398,-0.1825,0.8590,0.0048
-11.000,-0.3706,0.01736,0.01295,-0.1837,0.8453,0.0048
-10.750,-0.3458,0.01654,0.01198,-0.1847,0.8335,0.0049
-10.500,-0.3203,0.01579,0.01109,-0.1856,0.8237,0.0049
-10.000,-0.2673,0.01457,0.00963,-0.1869,0.8045,0.0051
-9.500,-0.2120,0.01351,0.00835,-0.1883,0.7902,0.0053
-9.250,-0.1838,0.01307,0.00781,-0.1889,0.7838,0.0054
-9.000,-0.1552,0.01265,0.00730,-0.1895,0.7781,0.0055
-8.750,-0.1258,0.01223,0.00681,-0.1903,0.7727,0.0056
-8.500,-0.0967,0.01187,0.00637,-0.1909,0.7666,0.0058
-8.250,-0.0675,0.01155,0.00597,-0.1915,0.7604,0.0059
-8.000,-0.0380,0.01124,0.00560,-0.1921,0.7532,0.0061
-7.500,0.0214,0.01066,0.00491,-0.1933,0.7411,0.0071
-7.250,0.0512,0.01040,0.00464,-0.1939,0.7352,0.0077
-7.000,0.0799,0.01031,0.00455,-0.1941,0.7298,0.0119
-6.750,0.1098,0.01014,0.00434,-0.1946,0.7244,0.0131
-6.500,0.1390,0.01002,0.00417,-0.1949,0.7172,0.0140
-6.250,0.1681,0.00992,0.00402,-0.1952,0.7101,0.0147
-6.000,0.1974,0.00983,0.00388,-0.1955,0.7019,0.0150
-5.750,0.2269,0.00968,0.00369,-0.1959,0.6948,0.0154
-5.500,0.2570,0.00952,0.00349,-0.1965,0.6875,0.0159
-5.250,0.2859,0.00943,0.00335,-0.1967,0.6789,0.0168
-5.000,0.3153,0.00933,0.00321,-0.1971,0.6694,0.0174
-4.750,0.3445,0.00926,0.00306,-0.1974,0.6602,0.0178
-4.500,0.3736,0.00919,0.00293,-0.1977,0.6477,0.0180
-4.250,0.4029,0.00912,0.00280,-0.1980,0.6340,0.0182
-4.000,0.4322,0.00905,0.00265,-0.1983,0.6211,0.0185
-3.750,0.4616,0.00898,0.00252,-0.1986,0.6105,0.0188
-3.500,0.4915,0.00891,0.00240,-0.1991,0.6024,0.0193
-3.250,0.5211,0.00885,0.00229,-0.1994,0.5954,0.0201
-3.000,0.5510,0.00879,0.00220,-0.1999,0.5868,0.0208
-2.750,0.5800,0.00879,0.00214,-0.2001,0.5753,0.0212
-2.500,0.6087,0.00881,0.00210,-0.2002,0.5612,0.0215
-2.250,0.6375,0.00883,0.00207,-0.2004,0.5508,0.0219
-2.000,0.6665,0.00885,0.00205,-0.2006,0.5425,0.0232
-1.750,0.6959,0.00884,0.00204,-0.2010,0.5341,0.0321
-1.500,0.7247,0.00887,0.00205,-0.2011,0.5269,0.0367
-1.250,0.7535,0.00890,0.00206,-0.2013,0.5170,0.0391
-1.000,0.7819,0.00896,0.00207,-0.2014,0.5043,0.0423
-0.750,0.8101,0.00904,0.00211,-0.2015,0.4910,0.0481
-0.500,0.8387,0.00910,0.00215,-0.2017,0.4809,0.0667
-0.250,0.8673,0.00915,0.00219,-0.2018,0.4727,0.0753
0.000,0.8962,0.00919,0.00225,-0.2022,0.4628,0.1088
0.250,0.9244,0.00931,0.00237,-0.2024,0.4315,0.1646
0.500,0.9529,0.00944,0.00254,-0.2030,0.4005,0.2627
0.750,0.9829,0.00948,0.00272,-0.2039,0.3735,0.3733
