Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-fx63137-il-50000-n5
Airfoil,fx63137-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,31.6083
Max Cl/Cd alpha,6.5
Url,http://airfoiltools.com/polar/csv?polar=xf-fx63137-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.000,-0.2813,0.13470,0.12831,-0.0348,1.0000,0.1078
-9.750,-0.2909,0.13347,0.12717,-0.0333,1.0000,0.1101
-9.500,-0.2920,0.13081,0.12455,-0.0401,0.9940,0.1131
-9.250,-0.2863,0.12719,0.12095,-0.0448,0.9878,0.1134
-9.000,-0.2675,0.11788,0.11154,-0.0487,0.9840,0.0771
-8.750,-0.2599,0.11373,0.10741,-0.0521,0.9774,0.0771
-8.500,-0.2503,0.10942,0.10310,-0.0563,0.9718,0.0772
-8.250,-0.2428,0.10561,0.09930,-0.0584,0.9645,0.0766
-8.000,-0.2325,0.10140,0.09509,-0.0620,0.9589,0.0760
-7.750,-0.2313,0.09784,0.09156,-0.0641,0.9502,0.0759
-7.500,-0.2237,0.09351,0.08723,-0.0682,0.9440,0.0755
-7.250,-0.2257,0.09018,0.08393,-0.0693,0.9338,0.0743
-7.000,-0.2245,0.08578,0.07955,-0.0729,0.9253,0.0729
-6.750,-0.2388,0.07078,0.06436,-0.0947,0.9129,0.0680
-6.500,-0.2356,0.06585,0.05929,-0.0996,0.9030,0.0677
-6.250,-0.2098,0.05811,0.05104,-0.1122,0.8976,0.0677
-6.000,-0.1912,0.05451,0.04721,-0.1161,0.8906,0.0690
-5.750,-0.1615,0.05110,0.04351,-0.1210,0.8853,0.0708
-5.500,-0.1177,0.04662,0.03843,-0.1291,0.8820,0.0716
-5.250,-0.0776,0.04342,0.03467,-0.1345,0.8780,0.0725
-5.000,-0.0469,0.04130,0.03213,-0.1371,0.8717,0.0736
-4.750,-0.0072,0.03923,0.02960,-0.1406,0.8676,0.0754
-4.500,0.0347,0.03752,0.02748,-0.1438,0.8644,0.0784
-4.250,0.0584,0.03676,0.02669,-0.1438,0.8570,0.0815
