Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-sc20412-il-100000-n5
Airfoil,sc20412-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,30.4275
Max Cl/Cd alpha,6.5
Url,http://airfoiltools.com/polar/csv?polar=xf-sc20412-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-12.500,-0.8122,0.07759,0.07127,-0.0422,1.0000,0.0431
-12.250,-0.8536,0.06854,0.06195,-0.0474,1.0000,0.0428
-12.000,-0.8818,0.06248,0.05563,-0.0496,1.0000,0.0429
-11.750,-0.9031,0.05780,0.05070,-0.0503,1.0000,0.0432
-11.500,-0.9205,0.05394,0.04657,-0.0500,1.0000,0.0436
-11.250,-0.9350,0.05060,0.04294,-0.0488,1.0000,0.0441
-11.000,-0.9417,0.04718,0.03913,-0.0482,1.0000,0.0448
-10.750,-0.9428,0.04395,0.03543,-0.0473,1.0000,0.0456
-10.500,-0.9306,0.04206,0.03347,-0.0466,1.0000,0.0463
-10.250,-0.9166,0.04056,0.03190,-0.0459,1.0000,0.0474
-10.000,-0.9025,0.03907,0.03028,-0.0452,1.0000,0.0488
-9.750,-0.8882,0.03737,0.02836,-0.0444,1.0000,0.0505
-9.500,-0.8733,0.03548,0.02611,-0.0436,1.0000,0.0524
-9.250,-0.8555,0.03395,0.02448,-0.0427,1.0000,0.0538
-9.000,-0.8368,0.03278,0.02330,-0.0420,1.0000,0.0553
-8.750,-0.8179,0.03167,0.02209,-0.0412,1.0000,0.0575
-8.500,-0.7984,0.03046,0.02068,-0.0404,1.0000,0.0601
-8.250,-0.7785,0.02925,0.01938,-0.0395,1.0000,0.0622
-8.000,-0.7586,0.02829,0.01846,-0.0387,1.0000,0.0642
-7.750,-0.7382,0.02741,0.01755,-0.0378,1.0000,0.0671
-7.500,-0.7174,0.02654,0.01653,-0.0369,1.0000,0.0703
-7.250,-0.6973,0.02561,0.01565,-0.0360,1.0000,0.0729
-7.000,-0.6767,0.02484,0.01491,-0.0352,1.0000,0.0762
-6.750,-0.6556,0.02414,0.01414,-0.0344,1.0000,0.0803
-6.500,-0.6349,0.02334,0.01337,-0.0336,1.0000,0.0841
-6.250,-0.6136,0.02265,0.01272,-0.0329,1.0000,0.0886
-6.000,-0.5916,0.02207,0.01206,-0.0322,1.0000,0.0942
-5.750,-0.5698,0.02132,0.01143,-0.0318,1.0000,0.1001
-5.500,-0.5469,0.02076,0.01084,-0.0314,1.0000,0.1076
-5.250,-0.5236,0.02010,0.01030,-0.0313,1.0000,0.1168
-5.000,-0.4995,0.01952,0.00980,-0.0313,1.0000,0.1288
-4.750,-0.4747,0.01894,0.00933,-0.0314,1.0000,0.1468
-4.500,-0.4488,0.01833,0.00891,-0.0319,1.0000,0.1750
-4.250,-0.4212,0.01756,0.00847,-0.0329,1.0000,0.2275
-4.000,-0.3889,0.01637,0.00796,-0.0355,1.0000,0.3426
-3.750,-0.3666,0.01595,0.00856,-0.0345,1.0000,0.5030
-3.500,-0.3486,0.01646,0.00929,-0.0317,1.0000,0.5734
-3.250,-0.3225,0.01673,0.00950,-0.0315,1.0000,0.6115
-3.000,-0.2994,0.01714,0.00987,-0.0304,1.0000,0.6360
-2.750,-0.2653,0.01751,0.01014,-0.0316,0.9962,0.6585
