Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-naca64a010-il-200000-n5
Airfoil,naca64a010-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,36.9095
Max Cl/Cd alpha,3.25
Url,http://airfoiltools.com/polar/csv?polar=xf-naca64a010-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.250,-0.5692,0.08747,0.08401,-0.0172,1.0000,0.0159
-11.000,-0.6124,0.07026,0.06681,-0.0263,1.0000,0.0148
-10.750,-0.6871,0.05259,0.04882,-0.0354,1.0000,0.0139
-10.500,-0.7932,0.05622,0.05191,-0.0350,1.0000,0.0133
-10.250,-0.8117,0.05266,0.04815,-0.0334,1.0000,0.0133
-10.000,-0.8284,0.04954,0.04483,-0.0302,1.0000,0.0133
-9.750,-0.8416,0.04598,0.04100,-0.0272,1.0000,0.0134
-9.500,-0.8476,0.04265,0.03740,-0.0245,1.0000,0.0136
-9.250,-0.8458,0.04005,0.03457,-0.0223,1.0000,0.0138
-9.000,-0.8374,0.03839,0.03276,-0.0206,1.0000,0.0143
-8.750,-0.8278,0.03656,0.03073,-0.0188,1.0000,0.0147
-8.500,-0.8161,0.03486,0.02883,-0.0171,1.0000,0.0154
-8.250,-0.8049,0.03262,0.02628,-0.0150,1.0000,0.0161
-8.000,-0.7925,0.03008,0.02335,-0.0129,1.0000,0.0165
-7.750,-0.7774,0.02783,0.02074,-0.0110,1.0000,0.0169
-7.500,-0.7602,0.02591,0.01850,-0.0093,1.0000,0.0175
-7.250,-0.7414,0.02429,0.01662,-0.0078,1.0000,0.0181
-7.000,-0.7218,0.02298,0.01510,-0.0064,1.0000,0.0186
-6.750,-0.7038,0.02151,0.01356,-0.0050,1.0000,0.0199
-6.500,-0.6847,0.02067,0.01268,-0.0037,1.0000,0.0210
-6.250,-0.6656,0.01978,0.01170,-0.0022,1.0000,0.0222
-6.000,-0.6470,0.01883,0.01068,-0.0006,1.0000,0.0232
-5.750,-0.6291,0.01797,0.00974,0.0012,1.0000,0.0244
-5.500,-0.6116,0.01724,0.00893,0.0030,1.0000,0.0254
-5.250,-0.5962,0.01639,0.00806,0.0051,1.0000,0.0272
-5.000,-0.5795,0.01583,0.00750,0.0070,1.0000,0.0300
