Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-sc1095-il-200000-n5
Airfoil,sc1095-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,48.8212
Max Cl/Cd alpha,10
Url,http://airfoiltools.com/polar/csv?polar=xf-sc1095-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-13.000,-0.8995,0.09211,0.08835,0.0071,1.0000,0.0109
-12.750,-0.9640,0.07418,0.07030,-0.0040,1.0000,0.0102
-12.500,-1.0317,0.05185,0.04747,-0.0236,1.0000,0.0095
-12.250,-1.0509,0.04585,0.04120,-0.0274,1.0000,0.0095
-12.000,-1.0621,0.04221,0.03734,-0.0274,1.0000,0.0096
-11.750,-1.0648,0.03937,0.03427,-0.0265,1.0000,0.0097
-11.500,-1.0606,0.03687,0.03154,-0.0258,1.0000,0.0099
-11.250,-1.0522,0.03463,0.02908,-0.0250,1.0000,0.0102
-11.000,-1.0406,0.03262,0.02681,-0.0242,1.0000,0.0105
-10.750,-1.0266,0.03077,0.02473,-0.0234,1.0000,0.0109
-10.500,-1.0106,0.02908,0.02279,-0.0226,1.0000,0.0115
-10.250,-0.9932,0.02748,0.02101,-0.0220,1.0000,0.0122
-10.000,-0.9739,0.02608,0.01946,-0.0214,1.0000,0.0132
-9.750,-0.9535,0.02478,0.01797,-0.0208,1.0000,0.0149
-9.500,-0.9320,0.02362,0.01671,-0.0204,1.0000,0.0173
-9.250,-0.9093,0.02262,0.01558,-0.0199,1.0000,0.0208
-9.000,-0.8855,0.02181,0.01460,-0.0195,1.0000,0.0247
-8.750,-0.8617,0.02104,0.01375,-0.0192,1.0000,0.0283
-8.500,-0.8373,0.02035,0.01295,-0.0189,1.0000,0.0321
-8.250,-0.8124,0.01980,0.01233,-0.0187,1.0000,0.0367
-8.000,-0.7876,0.01918,0.01164,-0.0184,1.0000,0.0404
-7.750,-0.7623,0.01872,0.01112,-0.0182,1.0000,0.0445
-7.500,-0.7369,0.01820,0.01052,-0.0179,1.0000,0.0486
-7.250,-0.7113,0.01779,0.01010,-0.0176,1.0000,0.0529
-7.000,-0.6855,0.01736,0.00953,-0.0173,1.0000,0.0575
-6.750,-0.6603,0.01686,0.00906,-0.0170,1.0000,0.0618
-6.500,-0.6347,0.01641,0.00854,-0.0166,1.0000,0.0666
-6.250,-0.6094,0.01593,0.00800,-0.0162,1.0000,0.0712
-6.000,-0.5839,0.01559,0.00763,-0.0158,1.0000,0.0769
-5.750,-0.5585,0.01526,0.00721,-0.0153,1.0000,0.0824
-5.500,-0.5338,0.01488,0.00685,-0.0148,1.0000,0.0877
-5.250,-0.5091,0.01459,0.00649,-0.0142,1.0000,0.0928
-5.000,-0.4851,0.01424,0.00611,-0.0135,1.0000,0.0973
-4.750,-0.4615,0.01393,0.00582,-0.0128,1.0000,0.1025
-4.500,-0.4378,0.01369,0.00553,-0.0120,1.0000,0.1078
-4.250,-0.4147,0.01338,0.00525,-0.0113,1.0000,0.1135
-4.000,-0.3914,0.01315,0.00502,-0.0105,1.0000,0.1203
-3.750,-0.3683,0.01291,0.00479,-0.0097,1.0000,0.1269
-3.500,-0.3352,0.01262,0.00453,-0.0110,0.9962,0.1346
-3.250,-0.2990,0.01233,0.00425,-0.0128,0.9913,0.1425
-3.000,-0.2622,0.01206,0.00402,-0.0148,0.9861,0.1536
-2.750,-0.2249,0.01175,0.00380,-0.0169,0.9806,0.1714
-2.500,-0.1868,0.01139,0.00360,-0.0191,0.9727,0.2027
-2.250,-0.1503,0.01099,0.00341,-0.0210,0.9600,0.2519
-2.000,-0.1188,0.01057,0.00325,-0.0217,0.9454,0.3162
-1.750,-0.0905,0.01013,0.00312,-0.0218,0.9323,0.3957
-1.500,-0.0640,0.00963,0.00303,-0.0215,0.9194,0.4956
-1.250,-0.0388,0.00917,0.00301,-0.0207,0.9062,0.6007
-1.000,-0.0143,0.00888,0.00302,-0.0194,0.8920,0.6849
-0.750,0.0099,0.00871,0.00303,-0.0179,0.8769,0.7437
-0.500,0.0336,0.00861,0.00305,-0.0163,0.8604,0.7914
-0.250,0.0569,0.00856,0.00305,-0.0145,0.8419,0.8309
0.000,0.0798,0.00854,0.00303,-0.0125,0.8154,0.8648
0.250,0.1024,0.00857,0.00300,-0.0103,0.7813,0.9035
0.500,0.1291,0.00865,0.00297,-0.0090,0.7426,0.9398
0.750,0.1616,0.00875,0.00292,-0.0093,0.7013,0.9661
1.000,0.2000,0.00892,0.00285,-0.0111,0.6467,0.9809
1.250,0.2390,0.00918,0.00281,-0.0133,0.5832,0.9915
1.500,0.2769,0.00951,0.00280,-0.0154,0.5164,0.9992
1.750,0.3017,0.00980,0.00282,-0.0150,0.4624,1.0000
2.000,0.3254,0.01010,0.00288,-0.0143,0.4159,1.0000
2.250,0.3492,0.01038,0.00296,-0.0137,0.3766,1.0000
2.500,0.3732,0.01066,0.00306,-0.0131,0.3422,1.0000
2.750,0.3976,0.01093,0.00318,-0.0125,0.3117,1.0000
3.000,0.4225,0.01122,0.00333,-0.0121,0.2826,1.0000
3.250,0.4477,0.01151,0.00349,-0.0117,0.2548,1.0000
3.500,0.4733,0.01182,0.00366,-0.0113,0.2297,1.0000
3.750,0.4991,0.01213,0.00388,-0.0110,0.2067,1.0000
4.000,0.5249,0.01248,0.00411,-0.0108,0.1871,1.0000
4.250,0.5509,0.01282,0.00436,-0.0106,0.1712,1.0000
4.750,0.6033,0.01349,0.00496,-0.0101,0.1486,1.0000
5.000,0.6294,0.01386,0.00530,-0.0099,0.1407,1.0000
5.250,0.6557,0.01421,0.00566,-0.0097,0.1332,1.0000
5.500,0.6817,0.01461,0.00603,-0.0095,0.1268,1.0000
5.750,0.7080,0.01496,0.00642,-0.0092,0.1205,1.0000
6.000,0.7335,0.01544,0.00684,-0.0090,0.1152,1.0000
6.250,0.7597,0.01582,0.00730,-0.0088,0.1111,1.0000
6.500,0.7856,0.01624,0.00777,-0.0085,0.1071,1.0000
6.750,0.8109,0.01674,0.00826,-0.0082,0.1035,1.0000
7.000,0.8360,0.01730,0.00884,-0.0079,0.1005,1.0000
7.250,0.8617,0.01775,0.00941,-0.0076,0.0973,1.0000
7.500,0.8870,0.01823,0.00996,-0.0073,0.0940,1.0000
7.750,0.9120,0.01877,0.01054,-0.0070,0.0913,1.0000
8.000,0.9361,0.01947,0.01125,-0.0065,0.0889,1.0000
8.250,0.9606,0.02014,0.01202,-0.0061,0.0870,1.0000
8.500,0.9853,0.02074,0.01277,-0.0057,0.0849,1.0000
8.750,1.0098,0.02129,0.01344,-0.0054,0.0820,1.0000
9.000,1.0341,0.02172,0.01393,-0.0051,0.0784,1.0000
9.250,1.0576,0.02220,0.01449,-0.0047,0.0740,1.0000
9.500,1.0829,0.02233,0.01477,-0.0045,0.0679,1.0000
9.750,1.1063,0.02276,0.01522,-0.0042,0.0631,1.0000
10.000,1.1307,0.02316,0.01579,-0.0039,0.0579,1.0000
10.250,1.1536,0.02367,0.01635,-0.0035,0.0532,1.0000
10.500,1.1768,0.02422,0.01710,-0.0030,0.0476,1.0000
10.750,1.1988,0.02489,0.01784,-0.0025,0.0393,1.0000
11.000,1.2175,0.02598,0.01889,-0.0018,0.0273,1.0000
11.250,1.2319,0.02761,0.02053,-0.0007,0.0200,1.0000
11.500,1.2445,0.02933,0.02237,0.0005,0.0168,1.0000
11.750,1.2559,0.03103,0.02423,0.0018,0.0150,1.0000
12.000,1.2634,0.03299,0.02635,0.0033,0.0138,1.0000
12.250,1.2710,0.03470,0.02828,0.0048,0.0130,1.0000
12.500,1.2723,0.03658,0.03036,0.0069,0.0125,1.0000
12.750,1.2706,0.03881,0.03279,0.0085,0.0121,1.0000
13.000,1.2661,0.04154,0.03571,0.0094,0.0118,1.0000
13.250,1.2584,0.04495,0.03933,0.0093,0.0116,1.0000
13.500,1.2470,0.04938,0.04397,0.0077,0.0114,1.0000
13.750,1.2313,0.05531,0.05014,0.0042,0.0114,1.0000
14.000,1.2090,0.06358,0.05866,-0.0018,0.0114,1.0000
14.250,1.1757,0.07510,0.07046,-0.0098,0.0117,1.0000
14.500,1.1275,0.08953,0.08513,-0.0185,0.0123,1.0000
14.750,1.0758,0.10421,0.09995,-0.0263,0.0132,1.0000
