Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-oa212-il-1000000-n5
Airfoil,oa212-il
Reynolds number,1000000
Ncrit,5
Mach,0
Max Cl/Cd,87.0334
Max Cl/Cd alpha,6.75
Url,http://airfoiltools.com/polar/csv?polar=xf-oa212-il-1000000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-16.250,-1.4335,0.04891,0.04579,-0.0163,0.9062,0.0139
-16.000,-1.4542,0.04409,0.04077,-0.0166,0.9034,0.0139
-15.750,-1.4657,0.04089,0.03740,-0.0152,0.9007,0.0140
-15.500,-1.4720,0.03838,0.03474,-0.0133,0.8981,0.0140
-15.250,-1.4756,0.03634,0.03256,-0.0107,0.8950,0.0141
-15.000,-1.4767,0.03470,0.03079,-0.0077,0.8918,0.0142
-14.750,-1.4701,0.03321,0.02916,-0.0057,0.8890,0.0143
-14.500,-1.4599,0.03183,0.02766,-0.0039,0.8865,0.0144
-14.250,-1.4472,0.03055,0.02624,-0.0024,0.8843,0.0145
-14.000,-1.4320,0.02936,0.02494,-0.0012,0.8817,0.0146
-13.750,-1.4151,0.02828,0.02375,-0.0001,0.8788,0.0147
-13.500,-1.3969,0.02730,0.02266,0.0009,0.8760,0.0148
-13.250,-1.3777,0.02639,0.02164,0.0019,0.8734,0.0149
-13.000,-1.3576,0.02556,0.02069,0.0028,0.8708,0.0150
-12.750,-1.3393,0.02445,0.01947,0.0038,0.8682,0.0152
-12.500,-1.3184,0.02350,0.01844,0.0045,0.8655,0.0154
-12.250,-1.2962,0.02268,0.01755,0.0051,0.8624,0.0156
-12.000,-1.2734,0.02195,0.01674,0.0057,0.8592,0.0158
-11.750,-1.2501,0.02128,0.01600,0.0062,0.8561,0.0160
-11.500,-1.2263,0.02065,0.01529,0.0067,0.8532,0.0162
-11.250,-1.2019,0.02006,0.01463,0.0071,0.8504,0.0164
-11.000,-1.1768,0.01947,0.01398,0.0074,0.8470,0.0166
-10.750,-1.1515,0.01891,0.01336,0.0078,0.8434,0.0168
-10.500,-1.1261,0.01838,0.01275,0.0081,0.8399,0.0171
-10.250,-1.1005,0.01787,0.01216,0.0084,0.8364,0.0173
-10.000,-1.0745,0.01739,0.01160,0.0086,0.8331,0.0175
-9.750,-1.0479,0.01692,0.01108,0.0088,0.8295,0.0178
-9.500,-1.0211,0.01649,0.01058,0.0089,0.8256,0.0179
-9.250,-0.9949,0.01594,0.00998,0.0091,0.8215,0.0183
-9.000,-0.9682,0.01549,0.00947,0.0093,0.8177,0.0187
-8.750,-0.9408,0.01509,0.00904,0.0093,0.8142,0.0190
-8.500,-0.9132,0.01471,0.00863,0.0094,0.8102,0.0194
-8.250,-0.8855,0.01437,0.00825,0.0094,0.8058,0.0199
-8.000,-0.8578,0.01405,0.00787,0.0094,0.8015,0.0204
-7.750,-0.8298,0.01374,0.00751,0.0094,0.7977,0.0208
-7.500,-0.8015,0.01343,0.00716,0.0094,0.7937,0.0211
-7.250,-0.7734,0.01306,0.00676,0.0093,0.7891,0.0217
-7.000,-0.7452,0.01274,0.00642,0.0093,0.7845,0.0223
-6.750,-0.7167,0.01246,0.00611,0.0092,0.7806,0.0229
-6.500,-0.6880,0.01219,0.00582,0.0090,0.7765,0.0235
-6.250,-0.6592,0.01194,0.00554,0.0089,0.7718,0.0242
-6.000,-0.6303,0.01171,0.00527,0.0088,0.7672,0.0247
-5.750,-0.6016,0.01144,0.00498,0.0086,0.7631,0.0256
-5.500,-0.5725,0.01120,0.00474,0.0084,0.7590,0.0267
-5.250,-0.5433,0.01099,0.00452,0.0082,0.7542,0.0278
-5.000,-0.5141,0.01081,0.00430,0.0080,0.7490,0.0287
-4.750,-0.4848,0.01058,0.00406,0.0078,0.7428,0.0301
-4.500,-0.4554,0.01038,0.00385,0.0076,0.7340,0.0315
-4.250,-0.4258,0.01023,0.00366,0.0073,0.7256,0.0329
-4.000,-0.3963,0.01004,0.00347,0.0070,0.7171,0.0348
-3.750,-0.3666,0.00989,0.00329,0.0067,0.7088,0.0371
-3.500,-0.3368,0.00973,0.00312,0.0064,0.6994,0.0395
-3.250,-0.3069,0.00959,0.00297,0.0060,0.6906,0.0423
-3.000,-0.2770,0.00945,0.00283,0.0057,0.6824,0.0453
-2.750,-0.2470,0.00933,0.00270,0.0053,0.6755,0.0491
-2.500,-0.2171,0.00919,0.00258,0.0049,0.6676,0.0535
-2.250,-0.1869,0.00910,0.00247,0.0045,0.6590,0.0577
-2.000,-0.1569,0.00898,0.00237,0.0041,0.6510,0.0630
-1.750,-0.1266,0.00889,0.00228,0.0037,0.6420,0.0684
-1.500,-0.0964,0.00880,0.00220,0.0032,0.6318,0.0739
-1.250,-0.0660,0.00872,0.00212,0.0027,0.6212,0.0803
-1.000,-0.0355,0.00866,0.00205,0.0022,0.6099,0.0866
-0.750,-0.0051,0.00859,0.00199,0.0017,0.5983,0.0952
-0.500,0.0255,0.00854,0.00193,0.0011,0.5838,0.1042
-0.250,0.0563,0.00852,0.00189,0.0005,0.5668,0.1148
0.000,0.0870,0.00849,0.00186,-0.0001,0.5493,0.1283
0.250,0.1179,0.00846,0.00183,-0.0008,0.5276,0.1486
0.500,0.1490,0.00846,0.00182,-0.0016,0.4997,0.1767
0.750,0.1802,0.00843,0.00183,-0.0026,0.4679,0.2263
1.000,0.2112,0.00830,0.00185,-0.0035,0.4409,0.3063
1.250,0.2421,0.00808,0.00186,-0.0045,0.4165,0.4183
1.500,0.2692,0.00680,0.00196,-0.0050,0.3972,0.8499
1.750,0.2983,0.00694,0.00208,-0.0051,0.3819,0.8741
2.000,0.3280,0.00707,0.00217,-0.0054,0.3696,0.8871
2.250,0.3579,0.00722,0.00227,-0.0058,0.3582,0.8977
2.500,0.3864,0.00737,0.00239,-0.0058,0.3476,0.9069
2.750,0.4158,0.00751,0.00249,-0.0061,0.3397,0.9152
3.000,0.4427,0.00765,0.00262,-0.0057,0.3308,0.9230
3.250,0.4708,0.00780,0.00275,-0.0056,0.3236,0.9310
3.500,0.5000,0.00790,0.00281,-0.0059,0.3160,0.9334
3.750,0.5300,0.00800,0.00288,-0.0064,0.3090,0.9343
4.000,0.5598,0.00810,0.00296,-0.0068,0.3027,0.9354
4.250,0.5898,0.00823,0.00305,-0.0073,0.2953,0.9363
4.500,0.6197,0.00833,0.00314,-0.0078,0.2896,0.9372
4.750,0.6497,0.00845,0.00324,-0.0084,0.2826,0.9381
5.000,0.6796,0.00859,0.00334,-0.0089,0.2758,0.9391
5.250,0.7094,0.00871,0.00345,-0.0094,0.2686,0.9402
5.500,0.7391,0.00888,0.00358,-0.0100,0.2594,0.9412
5.750,0.7688,0.00910,0.00372,-0.0106,0.2438,0.9420
6.000,0.7983,0.00937,0.00389,-0.0112,0.2234,0.9429
6.250,0.8278,0.00961,0.00407,-0.0118,0.2088,0.9437
6.500,0.8570,0.00988,0.00426,-0.0124,0.1943,0.9445
6.750,0.8860,0.01018,0.00448,-0.0130,0.1776,0.9454
7.250,0.9420,0.01097,0.00505,-0.0139,0.1374,0.9474
7.500,0.9689,0.01146,0.00541,-0.0142,0.1143,0.9484
7.750,0.9954,0.01199,0.00581,-0.0145,0.0924,0.9494
8.000,1.0216,0.01251,0.00622,-0.0148,0.0737,0.9504
8.250,1.0475,0.01302,0.00665,-0.0149,0.0591,0.9515
8.500,1.0734,0.01349,0.00706,-0.0151,0.0487,0.9526
8.750,1.0992,0.01394,0.00746,-0.0152,0.0414,0.9537
9.000,1.1248,0.01437,0.00787,-0.0153,0.0360,0.9550
9.250,1.1503,0.01479,0.00828,-0.0154,0.0321,0.9564
9.500,1.1754,0.01523,0.00870,-0.0154,0.0291,0.9579
9.750,1.2004,0.01566,0.00913,-0.0154,0.0268,0.9591
10.000,1.2247,0.01609,0.00958,-0.0153,0.0250,0.9604
10.250,1.2481,0.01652,0.01002,-0.0151,0.0235,0.9619
10.500,1.2706,0.01702,0.01053,-0.0148,0.0221,0.9637
10.750,1.2931,0.01748,0.01102,-0.0144,0.0212,0.9656
11.000,1.3148,0.01798,0.01155,-0.0141,0.0201,0.9677
11.250,1.3355,0.01857,0.01216,-0.0137,0.0191,0.9701
11.750,1.3722,0.01979,0.01346,-0.0123,0.0178,0.9773
12.250,1.4043,0.02123,0.01498,-0.0106,0.0166,1.0000
12.500,1.4201,0.02211,0.01589,-0.0099,0.0161,1.0000
12.750,1.4347,0.02309,0.01691,-0.0092,0.0156,1.0000
13.000,1.4499,0.02405,0.01791,-0.0086,0.0153,1.0000
13.250,1.4644,0.02505,0.01897,-0.0080,0.0149,1.0000
13.500,1.4781,0.02615,0.02013,-0.0074,0.0146,1.0000
13.750,1.4907,0.02734,0.02137,-0.0068,0.0143,1.0000
14.000,1.5022,0.02865,0.02273,-0.0063,0.0139,1.0000
14.250,1.5126,0.03009,0.02421,-0.0057,0.0136,1.0000
14.500,1.5214,0.03168,0.02586,-0.0052,0.0133,1.0000
14.750,1.5285,0.03348,0.02772,-0.0047,0.0130,1.0000
15.000,1.5346,0.03542,0.02973,-0.0044,0.0127,1.0000
15.250,1.5413,0.03734,0.03173,-0.0041,0.0126,1.0000
15.500,1.5466,0.03946,0.03392,-0.0039,0.0124,1.0000
15.750,1.5507,0.04176,0.03630,-0.0039,0.0122,1.0000
16.000,1.5532,0.04428,0.03891,-0.0039,0.0121,1.0000
16.250,1.5546,0.04704,0.04176,-0.0041,0.0119,1.0000
16.500,1.5546,0.05008,0.04488,-0.0046,0.0118,1.0000
16.750,1.5533,0.05336,0.04825,-0.0052,0.0116,1.0000
17.000,1.5505,0.05695,0.05194,-0.0060,0.0115,1.0000
17.250,1.5458,0.06093,0.05601,-0.0071,0.0114,1.0000
17.500,1.5396,0.06520,0.06039,-0.0084,0.0113,1.0000
17.750,1.5311,0.06990,0.06519,-0.0099,0.0112,1.0000
18.000,1.5214,0.07489,0.07029,-0.0116,0.0111,1.0000
18.250,1.5096,0.08032,0.07582,-0.0136,0.0110,1.0000
18.500,1.4964,0.08596,0.08157,-0.0157,0.0109,1.0000
18.750,1.4818,0.09193,0.08766,-0.0181,0.0109,1.0000
19.000,1.4671,0.09796,0.09380,-0.0205,0.0108,1.0000
19.250,1.4509,0.10425,0.10019,-0.0230,0.0107,1.0000
