Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n64212-il-100000-n5
Airfoil,n64212-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,45.8824
Max Cl/Cd alpha,5
Url,http://airfoiltools.com/polar/csv?polar=xf-n64212-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.500,-0.6049,0.09003,0.08476,-0.0334,1.0000,0.0319
-11.250,-0.6173,0.08310,0.07781,-0.0379,1.0000,0.0316
-11.000,-0.6340,0.07639,0.07108,-0.0424,1.0000,0.0314
-10.750,-0.6527,0.07050,0.06511,-0.0462,1.0000,0.0311
-10.500,-0.6732,0.06536,0.05984,-0.0489,1.0000,0.0310
-10.250,-0.6916,0.06125,0.05560,-0.0498,1.0000,0.0310
-10.000,-0.7099,0.05775,0.05194,-0.0491,1.0000,0.0309
-9.750,-0.7219,0.05429,0.04825,-0.0479,1.0000,0.0309
-9.500,-0.7286,0.05080,0.04448,-0.0467,1.0000,0.0310
-9.250,-0.7315,0.04738,0.04071,-0.0452,1.0000,0.0311
-9.000,-0.7298,0.04419,0.03715,-0.0437,1.0000,0.0313
-8.750,-0.7246,0.04126,0.03380,-0.0420,1.0000,0.0316
-8.500,-0.7167,0.03861,0.03078,-0.0403,1.0000,0.0322
-8.250,-0.7052,0.03642,0.02849,-0.0390,1.0000,0.0332
-8.000,-0.6925,0.03490,0.02686,-0.0375,1.0000,0.0344
-7.750,-0.6797,0.03330,0.02509,-0.0358,1.0000,0.0355
-7.500,-0.6670,0.03160,0.02317,-0.0339,1.0000,0.0363
-7.250,-0.6541,0.03000,0.02133,-0.0318,1.0000,0.0371
-7.000,-0.6408,0.02858,0.01970,-0.0297,1.0000,0.0380
-6.750,-0.6112,0.02691,0.01779,-0.0305,0.9946,0.0394
-6.500,-0.5773,0.02543,0.01610,-0.0321,0.9875,0.0416
-6.250,-0.5447,0.02407,0.01476,-0.0339,0.9803,0.0446
-6.000,-0.5097,0.02286,0.01349,-0.0358,0.9741,0.0476
-5.750,-0.4772,0.02184,0.01236,-0.0371,0.9662,0.0508
-5.500,-0.4451,0.02078,0.01133,-0.0388,0.9587,0.0559
-5.250,-0.4129,0.01994,0.01040,-0.0401,0.9507,0.0617
-5.000,-0.3833,0.01910,0.00954,-0.0411,0.9416,0.0696
