Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-n64212-il-50000-n5
Airfoil,n64212-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,31.7549
Max Cl/Cd alpha,6
Url,http://airfoiltools.com/polar/csv?polar=xf-n64212-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.750,-0.5635,0.09582,0.08852,-0.0309,1.0000,0.0572
-10.500,-0.5796,0.08754,0.08027,-0.0367,1.0000,0.0560
-10.250,-0.6070,0.07940,0.07212,-0.0430,1.0000,0.0546
-10.000,-0.6397,0.07290,0.06552,-0.0470,1.0000,0.0536
-9.750,-0.6742,0.06829,0.06069,-0.0476,1.0000,0.0526
-9.500,-0.6898,0.06444,0.05659,-0.0472,1.0000,0.0523
-9.250,-0.6958,0.06080,0.05270,-0.0464,1.0000,0.0523
-9.000,-0.6973,0.05729,0.04892,-0.0455,1.0000,0.0523
-8.750,-0.6951,0.05390,0.04526,-0.0444,1.0000,0.0525
-8.500,-0.6896,0.05073,0.04183,-0.0432,1.0000,0.0529
-8.250,-0.6816,0.04783,0.03867,-0.0420,1.0000,0.0535
-8.000,-0.6706,0.04539,0.03605,-0.0408,1.0000,0.0548
-7.750,-0.6592,0.04321,0.03366,-0.0394,1.0000,0.0568
-7.500,-0.6473,0.04102,0.03115,-0.0378,1.0000,0.0588
-7.250,-0.6339,0.03882,0.02861,-0.0360,1.0000,0.0605
-7.000,-0.6183,0.03674,0.02618,-0.0343,1.0000,0.0619
-6.750,-0.6013,0.03494,0.02403,-0.0326,1.0000,0.0634
-6.500,-0.5845,0.03328,0.02241,-0.0311,1.0000,0.0663
-6.250,-0.5682,0.03205,0.02111,-0.0294,1.0000,0.0701
-6.000,-0.5506,0.03086,0.01975,-0.0276,1.0000,0.0739
-5.750,-0.5330,0.02978,0.01853,-0.0255,1.0000,0.0770
-5.500,-0.5195,0.02876,0.01760,-0.0234,1.0000,0.0820
-5.250,-0.5059,0.02796,0.01667,-0.0213,1.0000,0.0886
-5.000,-0.4940,0.02704,0.01574,-0.0191,1.0000,0.0943
-4.750,-0.4817,0.02622,0.01485,-0.0171,1.0000,0.1027
-4.500,-0.4533,0.02500,0.01371,-0.0185,0.9927,0.1216
-4.250,-0.4226,0.02328,0.01236,-0.0208,0.9839,0.1696
-4.000,-0.4033,0.02093,0.01198,-0.0209,0.9748,0.4708
-3.750,-0.3762,0.02128,0.01250,-0.0198,0.9648,0.5954
-3.500,-0.3521,0.02211,0.01339,-0.0171,0.9551,0.6678
-3.250,-0.3299,0.02337,0.01468,-0.0126,0.9465,0.7268
-3.000,-0.3042,0.02401,0.01517,-0.0102,0.9376,0.7581
-2.750,-0.2716,0.02403,0.01496,-0.0110,0.9295,0.7727
-2.500,-0.2377,0.02395,0.01465,-0.0124,0.9215,0.7845
-2.250,-0.2040,0.02391,0.01440,-0.0135,0.9137,0.7941
-2.000,-0.1706,0.02380,0.01411,-0.0150,0.9058,0.8043
-1.750,-0.1411,0.02370,0.01385,-0.0157,0.8972,0.8141
-1.500,-0.1068,0.02361,0.01362,-0.0172,0.8900,0.8224
-1.250,-0.0803,0.02352,0.01341,-0.0175,0.8808,0.8325
-1.000,-0.0455,0.02346,0.01325,-0.0189,0.8742,0.8406
-0.750,-0.0198,0.02342,0.01312,-0.0190,0.8652,0.8503
-0.500,0.0133,0.02335,0.01298,-0.0203,0.8586,0.8600
-0.250,0.0400,0.02337,0.01296,-0.0205,0.8499,0.8695
0.000,0.0729,0.02334,0.01288,-0.0217,0.8435,0.8795
0.250,0.0991,0.02339,0.01291,-0.0219,0.8349,0.8908
0.500,0.1356,0.02340,0.01291,-0.0238,0.8289,0.9001
0.750,0.1659,0.02348,0.01300,-0.0249,0.8211,0.9113
1.000,0.1999,0.02353,0.01307,-0.0265,0.8144,0.9229
