Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-fx74cl5140-il-100000-n5
Airfoil,fx74cl5140-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,46.7893
Max Cl/Cd alpha,2.5
Url,http://airfoiltools.com/polar/csv?polar=xf-fx74cl5140-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.000,0.2169,0.11496,0.10783,-0.1245,0.6196,0.0296
-10.750,0.2257,0.11323,0.10604,-0.1262,0.6148,0.0298
-10.500,0.2323,0.11191,0.10470,-0.1279,0.6107,0.0300
-10.250,0.2460,0.10831,0.10109,-0.1284,0.6059,0.0303
-10.000,0.2581,0.10548,0.09822,-0.1290,0.6016,0.0310
-9.750,0.2689,0.10322,0.09592,-0.1300,0.5982,0.0316
-9.500,0.2792,0.10107,0.09372,-0.1310,0.5952,0.0326
-9.250,0.2889,0.09904,0.09169,-0.1319,0.5917,0.0333
-9.000,0.2979,0.09711,0.08977,-0.1329,0.5885,0.0344
-8.750,0.3059,0.09552,0.08816,-0.1341,0.5856,0.0352
-8.500,0.3090,0.09492,0.08757,-0.1358,0.5830,0.0358
-8.250,0.3200,0.09215,0.08477,-0.1364,0.5804,0.0363
-8.000,0.3345,0.08911,0.08170,-0.1362,0.5776,0.0379
-7.750,0.3440,0.08721,0.07982,-0.1367,0.5746,0.0391
-7.500,0.3529,0.08542,0.07805,-0.1374,0.5719,0.0402
-7.250,0.3594,0.08399,0.07663,-0.1383,0.5696,0.0421
-7.000,0.3624,0.08317,0.07584,-0.1395,0.5674,0.0428
-6.750,0.3601,0.08282,0.07553,-0.1404,0.5656,0.0431
-6.500,0.3732,0.07979,0.07246,-0.1404,0.5635,0.0436
-6.250,0.3899,0.07662,0.06928,-0.1398,0.5612,0.0449
-6.000,0.3973,0.07491,0.06762,-0.1394,0.5587,0.0462
-5.750,0.4028,0.07350,0.06626,-0.1391,0.5565,0.0475
-5.500,0.4102,0.07203,0.06482,-0.1399,0.5544,0.0492
-5.250,0.4191,0.07092,0.06374,-0.1429,0.5526,0.0511
-5.000,0.4382,0.06989,0.06270,-0.1528,0.5507,0.0519
-4.750,0.4461,0.06684,0.05965,-0.1490,0.5491,0.0527
-4.500,0.4583,0.06462,0.05741,-0.1475,0.5475,0.0542
-4.000,0.4915,0.06083,0.05361,-0.1520,0.5441,0.0591
-3.750,0.5406,0.05817,0.05083,-0.1691,0.5418,0.0628
-3.500,0.5455,0.05585,0.04861,-0.1652,0.5397,0.0639
-3.250,0.5597,0.05399,0.04677,-0.1645,0.5377,0.0659
-3.000,0.6296,0.05175,0.04409,-0.1822,0.5353,0.0751
-2.750,0.6416,0.04869,0.04114,-0.1810,0.5336,0.0765
-2.500,0.6610,0.04676,0.03920,-0.1810,0.5320,0.0791
-2.250,0.7155,0.04421,0.03631,-0.1911,0.5305,0.0909
-2.000,0.7375,0.04257,0.03470,-0.1915,0.5290,0.0962
-1.500,0.8623,0.03522,0.02636,-0.2099,0.5249,0.0443
-1.250,0.9026,0.03356,0.02447,-0.2135,0.5230,0.0391
-1.000,0.9497,0.03183,0.02222,-0.2179,0.5212,0.0348
-0.750,0.9887,0.03075,0.02083,-0.2208,0.5193,0.0333
-0.500,1.0272,0.02982,0.01951,-0.2231,0.5175,0.0318
-0.250,1.0634,0.02914,0.01843,-0.2248,0.5158,0.0306
0.000,1.0968,0.02876,0.01777,-0.2259,0.5143,0.0300
0.250,1.1289,0.02847,0.01731,-0.2269,0.5130,0.0299
0.500,1.1542,0.02852,0.01740,-0.2268,0.5110,0.0299
0.750,1.1806,0.02863,0.01758,-0.2271,0.5091,0.0304
1.000,1.2077,0.02885,0.01782,-0.2274,0.5071,0.0326
1.250,1.2354,0.02913,0.01806,-0.2279,0.5051,0.0353
1.500,1.2646,0.02939,0.01825,-0.2285,0.5031,0.0376
1.750,1.2938,0.02967,0.01843,-0.2291,0.5013,0.0412
2.000,1.3245,0.02991,0.01865,-0.2300,0.4996,0.0580
2.250,1.3548,0.02929,0.01948,-0.2309,0.4982,0.7990
2.500,1.3611,0.02909,0.01941,-0.2262,0.4969,0.9622
2.750,1.3867,0.02976,0.01996,-0.2263,0.4951,1.0000
3.000,1.4043,0.03075,0.02099,-0.2253,0.4924,1.0000
3.250,1.4239,0.03168,0.02192,-0.2246,0.4901,1.0000
3.500,1.4450,0.03250,0.02270,-0.2242,0.4879,1.0000
3.750,1.4679,0.03320,0.02335,-0.2239,0.4858,1.0000
4.000,1.4924,0.03380,0.02387,-0.2238,0.4840,1.0000
4.250,1.5182,0.03433,0.02434,-0.2240,0.4825,1.0000
4.500,1.5448,0.03486,0.02478,-0.2242,0.4811,1.0000
4.750,1.5723,0.03539,0.02522,-0.2246,0.4800,1.0000
5.000,1.5763,0.03714,0.02717,-0.2219,0.4773,1.0000
5.250,1.5742,0.03923,0.02945,-0.2184,0.4741,1.0000
5.500,1.5782,0.04090,0.03126,-0.2158,0.4713,1.0000
5.750,1.5903,0.04207,0.03246,-0.2141,0.4690,1.0000
6.000,1.6092,0.04285,0.03323,-0.2133,0.4672,1.0000
6.250,1.6325,0.04341,0.03377,-0.2131,0.4658,1.0000
6.500,1.6590,0.04388,0.03425,-0.2133,0.4646,1.0000
10.000,1.3371,0.12438,0.11646,-0.1909,0.3750,1.0000
10.250,1.3114,0.13233,0.12453,-0.1923,0.3651,1.0000
