Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-fx74cl5140-il-500000-n5
Airfoil,fx74cl5140-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,115.533
Max Cl/Cd alpha,6.75
Url,http://airfoiltools.com/polar/csv?polar=xf-fx74cl5140-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.000,0.2873,0.09741,0.09211,-0.1393,0.4967,0.0090
-9.750,0.2964,0.09528,0.08999,-0.1401,0.4956,0.0090
-9.500,0.3044,0.09311,0.08784,-0.1410,0.4947,0.0090
-9.250,0.3138,0.09102,0.08576,-0.1418,0.4935,0.0090
-9.000,0.3220,0.08889,0.08365,-0.1426,0.4924,0.0090
-8.750,0.3308,0.08685,0.08162,-0.1433,0.4911,0.0090
-8.500,0.3419,0.08434,0.07912,-0.1434,0.4899,0.0091
-8.250,0.3522,0.08215,0.07694,-0.1435,0.4886,0.0092
-8.000,0.3612,0.08018,0.07497,-0.1439,0.4874,0.0092
-7.750,0.3700,0.07827,0.07307,-0.1444,0.4862,0.0093
-7.500,0.3786,0.07640,0.07122,-0.1447,0.4850,0.0093
-7.250,0.3867,0.07452,0.06934,-0.1450,0.4840,0.0094
-7.000,0.3947,0.07273,0.06756,-0.1452,0.4828,0.0095
-6.750,0.4020,0.07092,0.06575,-0.1453,0.4816,0.0097
-6.500,0.4088,0.06921,0.06405,-0.1452,0.4803,0.0098
-6.250,0.4146,0.06747,0.06234,-0.1449,0.4793,0.0101
-6.000,0.4189,0.06577,0.06068,-0.1444,0.4784,0.0105
-5.750,0.4216,0.06427,0.05921,-0.1435,0.4776,0.0107
-5.500,0.4282,0.06244,0.05742,-0.1439,0.4767,0.0111
-5.250,0.4375,0.06039,0.05540,-0.1455,0.4759,0.0113
-5.000,0.4496,0.05808,0.05311,-0.1484,0.4750,0.0114
-4.750,0.4667,0.05546,0.05050,-0.1526,0.4740,0.0115
-4.500,0.4835,0.05291,0.04796,-0.1556,0.4729,0.0116
-4.250,0.4960,0.05119,0.04625,-0.1555,0.4719,0.0117
-4.000,0.5154,0.04900,0.04405,-0.1583,0.4709,0.0119
-3.750,0.5397,0.04650,0.04153,-0.1626,0.4698,0.0120
-3.500,0.5687,0.04380,0.03879,-0.1680,0.4688,0.0121
-3.250,0.6024,0.04094,0.03586,-0.1741,0.4677,0.0123
-3.000,0.6410,0.03798,0.03280,-0.1809,0.4666,0.0126
-2.750,0.6844,0.03492,0.02961,-0.1882,0.4655,0.0129
-2.500,0.7326,0.03179,0.02631,-0.1958,0.4643,0.0133
-2.250,0.7936,0.02783,0.02206,-0.2052,0.4633,0.0141
-1.750,0.8886,0.02285,0.01665,-0.2168,0.4615,0.0148
-1.500,0.9312,0.02125,0.01484,-0.2208,0.4605,0.0159
-1.000,1.0200,0.01816,0.01112,-0.2287,0.4583,0.0217
-0.250,0.2622,0.01130,0.00626,0.0203,0.4545,0.0369
0.250,1.1957,0.01500,0.00705,-0.2365,0.4524,0.0159
0.500,1.2267,0.01486,0.00677,-0.2372,0.4513,0.0145
0.750,1.2572,0.01477,0.00664,-0.2379,0.4503,0.0141
1.000,1.2892,0.01463,0.00648,-0.2390,0.4489,0.0138
1.250,1.3209,0.01457,0.00641,-0.2401,0.4476,0.0136
1.500,1.3520,0.01449,0.00635,-0.2410,0.4464,0.0135
1.750,1.3826,0.01446,0.00634,-0.2418,0.4450,0.0135
2.000,1.4125,0.01447,0.00635,-0.2425,0.4436,0.0136
2.250,1.4417,0.01452,0.00638,-0.2430,0.4422,0.0140
2.500,1.4709,0.01459,0.00643,-0.2435,0.4410,0.0150
2.750,1.4994,0.01468,0.00651,-0.2439,0.4399,0.0182
3.000,1.5457,0.01420,0.00710,-0.2488,0.4386,0.6739
3.250,1.5724,0.01436,0.00730,-0.2488,0.4375,0.7210
3.500,1.5987,0.01451,0.00749,-0.2487,0.4363,0.7484
3.750,1.6245,0.01466,0.00769,-0.2485,0.4352,0.7868
4.000,1.6508,0.01484,0.00786,-0.2485,0.4340,0.7925
4.250,1.6772,0.01506,0.00805,-0.2485,0.4328,0.7955
4.500,1.7036,0.01528,0.00827,-0.2486,0.4316,0.7990
4.750,1.7297,0.01543,0.00846,-0.2486,0.4307,0.8028
5.000,1.7556,0.01558,0.00867,-0.2485,0.4295,0.8070
5.250,1.7813,0.01574,0.00887,-0.2485,0.4281,0.8115
5.750,1.8323,0.01609,0.00932,-0.2483,0.4252,0.8227
6.000,1.8573,0.01626,0.00955,-0.2481,0.4238,0.8306
6.250,1.8818,0.01643,0.00978,-0.2479,0.4223,0.8417
6.500,1.9048,0.01658,0.00999,-0.2473,0.4206,0.8606
6.750,1.9190,0.01661,0.01011,-0.2448,0.4190,1.0000
7.000,1.9426,0.01687,0.01037,-0.2445,0.4174,1.0000
7.250,1.9662,0.01712,0.01067,-0.2441,0.4160,1.0000
7.500,1.9895,0.01736,0.01098,-0.2437,0.4146,1.0000
7.750,2.0123,0.01760,0.01129,-0.2433,0.4129,1.0000
8.000,2.0340,0.01786,0.01162,-0.2426,0.4113,1.0000
8.250,2.0549,0.01812,0.01195,-0.2417,0.4097,1.0000
8.500,2.0750,0.01840,0.01229,-0.2408,0.4081,1.0000
8.750,2.0944,0.01870,0.01264,-0.2397,0.4066,1.0000
9.000,2.1133,0.01902,0.01301,-0.2385,0.4051,1.0000
9.250,2.1318,0.01937,0.01340,-0.2373,0.4036,1.0000
9.500,2.1494,0.01974,0.01384,-0.2360,0.4017,1.0000
9.750,2.1668,0.02011,0.01432,-0.2347,0.3989,1.0000
10.000,2.1824,0.02051,0.01480,-0.2330,0.3953,1.0000
10.250,2.1971,0.02097,0.01531,-0.2313,0.3923,1.0000
10.500,2.2088,0.02155,0.01591,-0.2292,0.3887,1.0000
10.750,2.2243,0.02208,0.01657,-0.2277,0.3855,1.0000
11.000,2.2378,0.02270,0.01728,-0.2260,0.3818,1.0000
11.250,2.2488,0.02345,0.01809,-0.2240,0.3779,1.0000
11.500,2.2570,0.02438,0.01906,-0.2217,0.3742,1.0000
11.750,2.2684,0.02522,0.02003,-0.2200,0.3688,1.0000
12.000,2.2721,0.02650,0.02136,-0.2173,0.3615,1.0000
12.250,2.2776,0.02780,0.02274,-0.2151,0.3541,1.0000
12.500,2.2753,0.02969,0.02467,-0.2122,0.3446,1.0000
12.750,2.2674,0.03221,0.02721,-0.2091,0.3323,1.0000
13.000,2.2554,0.03535,0.03038,-0.2060,0.3207,1.0000
13.250,2.2391,0.03922,0.03429,-0.2032,0.3095,1.0000
13.500,2.2176,0.04402,0.03914,-0.2007,0.2984,1.0000
13.750,2.1930,0.04959,0.04477,-0.1986,0.2879,1.0000
14.000,2.1658,0.05589,0.05115,-0.1970,0.2770,1.0000
14.250,2.1357,0.06286,0.05821,-0.1958,0.2680,1.0000
14.500,2.1014,0.07068,0.06609,-0.1948,0.2598,1.0000
14.750,2.0728,0.07793,0.07342,-0.1942,0.2508,1.0000
15.000,2.0422,0.08561,0.08117,-0.1938,0.2400,1.0000
15.250,2.0141,0.09313,0.08871,-0.1937,0.2280,1.0000
