Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-fx74cl5140-il-50000-n5
Airfoil,fx74cl5140-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,18.3365
Max Cl/Cd alpha,1
Url,http://airfoiltools.com/polar/csv?polar=xf-fx74cl5140-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-11.500,0.1468,0.12828,0.12091,-0.1086,0.7577,0.0587
-11.250,0.1593,0.12628,0.11873,-0.1111,0.7430,0.0604
-11.000,0.1650,0.12603,0.11839,-0.1136,0.7308,0.0619
-10.750,0.1694,0.12595,0.11823,-0.1158,0.7200,0.0623
-10.500,0.1850,0.12165,0.11382,-0.1171,0.7114,0.0631
-10.250,0.2032,0.11685,0.10894,-0.1175,0.7023,0.0650
-9.750,0.2268,0.11198,0.10393,-0.1199,0.6879,0.0685
-9.500,0.2369,0.11000,0.10190,-0.1212,0.6817,0.0707
-9.250,0.2455,0.10849,0.10034,-0.1227,0.6760,0.0726
-9.000,0.2496,0.10798,0.09986,-0.1242,0.6703,0.0741
-8.750,0.2520,0.10798,0.09986,-0.1260,0.6654,0.0748
-8.500,0.2534,0.10810,0.09998,-0.1280,0.6611,0.0751
-8.250,0.2812,0.10076,0.09261,-0.1273,0.6559,0.0772
-8.000,0.2950,0.09797,0.08979,-0.1279,0.6515,0.0796
-7.750,0.3067,0.09590,0.08769,-0.1290,0.6479,0.0820
-7.500,0.3161,0.09425,0.08603,-0.1300,0.6443,0.0846
-7.250,0.3190,0.09350,0.08535,-0.1308,0.6403,0.0873
-7.000,0.3167,0.09371,0.08565,-0.1316,0.6366,0.0886
-6.750,0.3118,0.09431,0.08632,-0.1325,0.6334,0.0892
-6.500,0.3380,0.08860,0.08052,-0.1324,0.6303,0.0912
-6.250,0.3503,0.08609,0.07802,-0.1319,0.6269,0.0940
-6.000,0.3538,0.08485,0.07687,-0.1310,0.6234,0.0967
-5.750,0.3563,0.08393,0.07601,-0.1309,0.6201,0.0998
-5.500,0.3569,0.08406,0.07620,-0.1332,0.6172,0.1032
-5.250,0.3645,0.08409,0.07626,-0.1392,0.6146,0.1044
-5.000,0.3789,0.07942,0.07154,-0.1336,0.6123,0.1079
-4.750,0.3813,0.07829,0.07052,-0.1319,0.6088,0.1117
-4.500,0.3850,0.07773,0.07004,-0.1333,0.6054,0.1173
-4.000,0.4022,0.07440,0.06678,-0.1344,0.6000,0.1248
-3.750,0.4182,0.07290,0.06524,-0.1372,0.5978,0.1329
-3.500,0.4361,0.07106,0.06337,-0.1417,0.5957,0.1383
-3.250,0.4316,0.07041,0.06290,-0.1379,0.5925,0.1411
-3.000,0.4371,0.06970,0.06225,-0.1381,0.5892,0.1478
-2.750,0.4536,0.06818,0.06074,-0.1416,0.5861,0.1553
-2.500,0.4850,0.06640,0.05885,-0.1483,0.5835,0.1699
-2.250,0.4968,0.06446,0.05692,-0.1462,0.5814,0.1751
-2.000,0.5286,0.06235,0.05469,-0.1508,0.5794,0.1915
-1.500,0.6270,0.05763,0.04934,-0.1717,0.5718,0.0729
-1.250,0.6794,0.05531,0.04661,-0.1797,0.5693,0.0612
-1.000,0.7229,0.05352,0.04458,-0.1850,0.5671,0.0573
-0.750,0.7959,0.05089,0.04114,-0.1949,0.5652,0.0516
-0.500,0.8474,0.04926,0.03909,-0.2003,0.5635,0.0504
-0.250,0.8263,0.05225,0.04230,-0.1957,0.5580,0.0503
0.000,0.8195,0.05456,0.04465,-0.1932,0.5534,0.0501
0.250,0.8477,0.05486,0.04463,-0.1950,0.5508,0.0504
0.500,0.8894,0.05436,0.04369,-0.1980,0.5489,0.0512
0.750,0.9325,0.05367,0.04257,-0.2005,0.5474,0.0518
1.000,0.9722,0.05302,0.04159,-0.2022,0.5461,0.0521
1.500,0.8814,0.06507,0.05421,-0.1918,0.5313,0.0518
3.000,0.8654,0.08601,0.07503,-0.1884,0.5030,0.0533
3.500,0.9157,0.08825,0.07697,-0.1896,0.4982,0.0577
4.000,0.9128,0.09582,0.08451,-0.1896,0.4889,0.0611
4.250,0.9273,0.09827,0.08695,-0.1903,0.4855,0.0673
4.500,0.9530,0.09984,0.08848,-0.1914,0.4828,0.0849
4.750,0.9768,0.09916,0.08965,-0.1911,0.4809,1.0000
5.000,0.9678,0.10371,0.09416,-0.1908,0.4755,1.0000
5.250,0.9699,0.10714,0.09746,-0.1907,0.4709,1.0000
5.500,0.9866,0.10914,0.09922,-0.1907,0.4677,1.0000
5.750,1.0091,0.11058,0.10042,-0.1907,0.4654,1.0000
6.000,1.0161,0.11360,0.10334,-0.1907,0.4618,1.0000
6.250,1.0074,0.11807,0.10786,-0.1908,0.4562,1.0000
6.500,1.0208,0.12034,0.11001,-0.1908,0.4526,1.0000
6.750,1.0413,0.12194,0.11146,-0.1908,0.4501,1.0000
7.000,1.0654,0.12323,0.11260,-0.1908,0.4482,1.0000
7.250,1.0464,0.12884,0.11833,-0.1913,0.4423,1.0000
7.500,1.0533,0.13176,0.12122,-0.1915,0.4385,1.0000
