Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-s1223rtl-il-50000-n5
Airfoil,s1223rtl-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,35.9085
Max Cl/Cd alpha,3.5
Url,http://airfoiltools.com/polar/csv?polar=xf-s1223rtl-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-5.750,-0.0207,0.10861,0.10306,-0.0509,0.9100,0.1089
-5.500,-0.0230,0.10773,0.10226,-0.0525,0.8952,0.1122
-5.250,-0.0300,0.10744,0.10205,-0.0558,0.8791,0.1134
-5.000,-0.0007,0.10124,0.09588,-0.0552,0.8688,0.1154
-4.750,0.0187,0.09739,0.09205,-0.0554,0.8538,0.1186
-4.500,0.0279,0.09475,0.08946,-0.0557,0.8354,0.1223
-4.250,0.0246,0.09378,0.08857,-0.0586,0.8103,0.1280
-4.000,0.0342,0.09060,0.08547,-0.0608,0.7859,0.1298
-3.500,0.0561,0.08456,0.07949,-0.0560,0.7193,0.1386
-3.000,0.1330,0.06985,0.06427,-0.0792,0.6468,0.0739
-2.750,0.2049,0.06123,0.05506,-0.0957,0.6038,0.0646
-2.500,0.2649,0.05558,0.04880,-0.1076,0.5661,0.0621
-2.250,0.3721,0.04594,0.03829,-0.1357,0.5363,0.0623
-2.000,0.5723,0.03436,0.02429,-0.1833,0.5050,0.0657
-1.750,0.6228,0.03322,0.02273,-0.1888,0.4911,0.0713
-1.500,0.6830,0.03189,0.02062,-0.1957,0.4794,0.0766
-1.250,0.7318,0.03125,0.01960,-0.2000,0.4692,0.0858
-1.000,0.7860,0.03078,0.01875,-0.2053,0.4610,0.0990
-0.750,0.8387,0.03041,0.01834,-0.2105,0.4527,0.1230
-0.500,0.8964,0.03019,0.01832,-0.2168,0.4447,0.2107
-0.250,0.9382,0.03086,0.01901,-0.2191,0.4386,0.3260
0.000,0.9671,0.03161,0.01984,-0.2187,0.4327,0.3871
0.250,0.9994,0.03216,0.02028,-0.2190,0.4275,0.4273
0.500,1.0394,0.03257,0.02035,-0.2213,0.4228,0.4547
0.750,1.0769,0.03299,0.02051,-0.2230,0.4185,0.4759
1.000,1.1084,0.03339,0.02083,-0.2237,0.4137,0.4947
1.250,1.1404,0.03382,0.02115,-0.2246,0.4090,0.5137
1.500,1.1732,0.03429,0.02146,-0.2255,0.4048,0.5333
1.750,1.2071,0.03480,0.02178,-0.2266,0.4012,0.5542
2.000,1.2380,0.03537,0.02227,-0.2273,0.3980,0.5754
2.250,1.2648,0.03597,0.02292,-0.2272,0.3944,0.5976
2.500,1.2924,0.03659,0.02356,-0.2273,0.3907,0.6216
2.750,1.3190,0.03717,0.02416,-0.2272,0.3873,0.6470
3.000,1.3467,0.03776,0.02472,-0.2272,0.3840,0.6767
3.250,1.3746,0.03833,0.02525,-0.2273,0.3812,0.7120
3.500,1.3972,0.03891,0.02594,-0.2263,0.3785,0.7561
3.750,1.4066,0.03930,0.02666,-0.2228,0.3758,0.8554
4.250,1.4587,0.04149,0.02881,-0.2233,0.3697,1.0000
4.500,1.4846,0.04257,0.02985,-0.2234,0.3667,1.0000
4.750,1.5110,0.04361,0.03078,-0.2235,0.3640,1.0000
5.000,1.5386,0.04463,0.03166,-0.2237,0.3615,1.0000
5.250,1.5618,0.04586,0.03285,-0.2233,0.3591,1.0000
5.500,1.5739,0.04744,0.03467,-0.2212,0.3564,1.0000
5.750,1.5870,0.04906,0.03645,-0.2193,0.3538,1.0000
6.000,1.6007,0.05067,0.03819,-0.2175,0.3513,1.0000
6.250,1.6149,0.05224,0.03985,-0.2158,0.3487,1.0000
6.500,1.6307,0.05371,0.04138,-0.2144,0.3463,1.0000
6.750,1.6494,0.05506,0.04278,-0.2133,0.3441,1.0000
7.000,1.6719,0.05631,0.04399,-0.2128,0.3420,1.0000
7.250,1.6835,0.05815,0.04592,-0.2109,0.3400,1.0000
7.500,1.6649,0.06143,0.04960,-0.2052,0.3375,1.0000
7.750,1.6391,0.06510,0.05363,-0.1989,0.3352,1.0000
8.000,1.6025,0.06959,0.05846,-0.1920,0.3327,1.0000
8.250,1.5566,0.07546,0.06468,-0.1857,0.3298,1.0000
8.500,1.5188,0.08167,0.07114,-0.1817,0.3269,1.0000
8.750,1.5195,0.08482,0.07434,-0.1803,0.3246,1.0000
9.000,1.5355,0.08658,0.07610,-0.1796,0.3229,1.0000
9.500,1.2940,0.13106,0.12153,-0.1899,0.3054,1.0000
