Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e193-il-100000-n5
Airfoil,e193-il
Reynolds number,100000
Ncrit,5
Mach,0
Max Cl/Cd,58.848
Max Cl/Cd alpha,7.25
Url,http://airfoiltools.com/polar/csv?polar=xf-e193-il-100000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-8.000,-0.3820,0.07812,0.07357,-0.0450,1.0000,0.0290
-7.750,-0.3864,0.07570,0.07124,-0.0442,1.0000,0.0287
-7.500,-0.3926,0.07269,0.06833,-0.0444,1.0000,0.0283
-7.250,-0.4017,0.06971,0.06543,-0.0443,1.0000,0.0280
-7.000,-0.3819,0.06284,0.05847,-0.0533,0.9880,0.0272
-6.750,-0.3599,0.05485,0.05026,-0.0627,0.9742,0.0262
-6.500,-0.3395,0.04651,0.04150,-0.0703,0.9600,0.0252
-6.250,-0.3181,0.03953,0.03389,-0.0750,0.9465,0.0245
-6.000,-0.2945,0.03430,0.02795,-0.0774,0.9336,0.0241
-5.750,-0.2679,0.03063,0.02368,-0.0789,0.9218,0.0242
-5.500,-0.2387,0.02783,0.02033,-0.0800,0.9113,0.0245
-5.250,-0.2080,0.02565,0.01772,-0.0810,0.9014,0.0253
-5.000,-0.1789,0.02404,0.01576,-0.0815,0.8897,0.0272
-4.750,-0.1488,0.02256,0.01385,-0.0817,0.8788,0.0290
-4.500,-0.1195,0.02102,0.01216,-0.0821,0.8688,0.0302
-4.250,-0.0914,0.01992,0.01092,-0.0821,0.8578,0.0319
-4.000,-0.0642,0.01900,0.00985,-0.0819,0.8464,0.0341
-3.750,-0.0367,0.01819,0.00885,-0.0816,0.8360,0.0376
-3.500,-0.0091,0.01744,0.00799,-0.0815,0.8265,0.0464
-3.250,0.0165,0.01664,0.00721,-0.0810,0.8155,0.0650
-3.000,0.0426,0.01594,0.00667,-0.0808,0.8060,0.1156
-2.750,0.0685,0.01527,0.00639,-0.0807,0.7972,0.2063
-2.500,0.0938,0.01483,0.00612,-0.0803,0.7874,0.2799
-2.250,0.1198,0.01440,0.00590,-0.0799,0.7793,0.3676
-2.000,0.1448,0.01398,0.00576,-0.0793,0.7704,0.4722
-1.750,0.1683,0.01355,0.00567,-0.0782,0.7624,0.5916
-1.500,0.1913,0.01313,0.00561,-0.0763,0.7547,0.7292
-1.250,0.2395,0.01280,0.00546,-0.0792,0.7478,0.9053
-1.000,0.2974,0.01272,0.00514,-0.0852,0.7405,0.9965
-0.750,0.3239,0.01282,0.00504,-0.0851,0.7331,1.0000
-0.500,0.3483,0.01293,0.00497,-0.0845,0.7255,1.0000
-0.250,0.3729,0.01306,0.00493,-0.0839,0.7185,1.0000
0.000,0.3976,0.01320,0.00493,-0.0833,0.7112,1.0000
0.250,0.4228,0.01334,0.00493,-0.0828,0.7047,1.0000
0.500,0.4475,0.01350,0.00499,-0.0822,0.6975,1.0000
0.750,0.4734,0.01364,0.00500,-0.0818,0.6918,1.0000
1.000,0.4980,0.01383,0.00514,-0.0812,0.6843,1.0000
1.250,0.5240,0.01399,0.00519,-0.0808,0.6786,1.0000
1.500,0.5488,0.01419,0.00536,-0.0803,0.6717,1.0000
1.750,0.5745,0.01436,0.00548,-0.0799,0.6655,1.0000
2.000,0.6000,0.01456,0.00564,-0.0795,0.6594,1.0000
2.250,0.6252,0.01477,0.00585,-0.0791,0.6527,1.0000
2.500,0.6517,0.01495,0.00598,-0.0787,0.6475,1.0000
2.750,0.6762,0.01520,0.00627,-0.0782,0.6402,1.0000
3.000,0.7024,0.01539,0.00644,-0.0778,0.6344,1.0000
3.250,0.7272,0.01564,0.00675,-0.0774,0.6275,1.0000
3.500,0.7529,0.01584,0.00698,-0.0769,0.6210,1.0000
3.750,0.7780,0.01608,0.00725,-0.0765,0.6140,1.0000
4.000,0.8032,0.01628,0.00753,-0.0760,0.6065,1.0000
4.250,0.8281,0.01651,0.00781,-0.0754,0.5986,1.0000
4.500,0.8535,0.01668,0.00803,-0.0749,0.5905,1.0000
4.750,0.8774,0.01690,0.00835,-0.0741,0.5809,1.0000
5.000,0.9027,0.01705,0.00857,-0.0735,0.5718,1.0000
5.250,0.9269,0.01721,0.00882,-0.0727,0.5611,1.0000
5.500,0.9503,0.01739,0.00911,-0.0719,0.5492,1.0000
5.750,0.9738,0.01754,0.00937,-0.0710,0.5367,1.0000
6.000,0.9971,0.01770,0.00966,-0.0700,0.5232,1.0000
6.250,1.0199,0.01785,0.00992,-0.0690,0.5082,1.0000
6.500,1.0422,0.01802,0.01020,-0.0679,0.4913,1.0000
6.750,1.0641,0.01819,0.01045,-0.0666,0.4726,1.0000
7.000,1.0843,0.01845,0.01085,-0.0652,0.4492,1.0000
7.250,1.1034,0.01875,0.01120,-0.0636,0.4207,1.0000
7.500,1.1205,0.01917,0.01159,-0.0618,0.3841,1.0000
7.750,1.1325,0.01990,0.01208,-0.0592,0.3289,1.0000
8.000,1.1383,0.02111,0.01289,-0.0561,0.2640,1.0000
8.250,1.1404,0.02265,0.01405,-0.0528,0.2043,1.0000
8.500,1.1421,0.02426,0.01530,-0.0496,0.1535,1.0000
8.750,1.1436,0.02576,0.01654,-0.0465,0.1155,1.0000
9.000,1.1459,0.02721,0.01783,-0.0435,0.0873,1.0000
9.250,1.1486,0.02872,0.01926,-0.0407,0.0660,1.0000
9.500,1.1495,0.03047,0.02092,-0.0380,0.0488,1.0000
9.750,1.1506,0.03233,0.02277,-0.0356,0.0392,1.0000
10.000,1.1517,0.03431,0.02481,-0.0335,0.0330,1.0000
10.250,1.1531,0.03634,0.02689,-0.0318,0.0296,1.0000
10.500,1.1550,0.03845,0.02914,-0.0302,0.0268,1.0000
10.750,1.1581,0.04052,0.03134,-0.0290,0.0248,1.0000
11.000,1.1601,0.04278,0.03371,-0.0279,0.0233,1.0000
11.250,1.1606,0.04527,0.03631,-0.0269,0.0225,1.0000
11.500,1.1611,0.04786,0.03899,-0.0260,0.0218,1.0000
11.750,1.1643,0.05027,0.04158,-0.0252,0.0211,1.0000
12.000,1.1681,0.05269,0.04416,-0.0244,0.0205,1.0000
12.250,1.1725,0.05514,0.04676,-0.0236,0.0200,1.0000
12.500,1.1775,0.05763,0.04940,-0.0229,0.0194,1.0000
12.750,1.1826,0.06017,0.05212,-0.0223,0.0190,1.0000
13.000,1.1874,0.06285,0.05496,-0.0217,0.0185,1.0000
13.250,1.1907,0.06571,0.05797,-0.0215,0.0181,1.0000
13.500,1.1927,0.06874,0.06114,-0.0214,0.0177,1.0000
13.750,1.1929,0.07198,0.06449,-0.0215,0.0172,1.0000
14.000,1.1918,0.07563,0.06829,-0.0218,0.0168,1.0000
14.250,1.1891,0.07957,0.07248,-0.0223,0.0167,1.0000
14.500,1.1808,0.08431,0.07753,-0.0236,0.0163,1.0000
14.750,1.1727,0.08927,0.08274,-0.0250,0.0162,1.0000
15.000,1.1619,0.09477,0.08851,-0.0271,0.0161,1.0000
15.250,1.1493,0.10084,0.09482,-0.0297,0.0160,1.0000
15.500,1.1361,0.10730,0.10150,-0.0329,0.0160,1.0000
15.750,1.1207,0.11454,0.10897,-0.0368,0.0160,1.0000
16.000,1.1040,0.12249,0.11713,-0.0414,0.0161,1.0000
16.250,1.0867,0.13110,0.12593,-0.0467,0.0162,1.0000
16.500,1.0682,0.14072,0.13571,-0.0528,0.0163,1.0000
16.750,1.0505,0.15085,0.14597,-0.0592,0.0165,1.0000
17.000,1.0359,0.16070,0.15589,-0.0653,0.0168,1.0000
