Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e193-il-500000-n5
Airfoil,e193-il
Reynolds number,500000
Ncrit,5
Mach,0
Max Cl/Cd,107.156
Max Cl/Cd alpha,5
Url,http://airfoiltools.com/polar/csv?polar=xf-e193-il-500000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.500,-0.2907,0.07776,0.07565,-0.0402,1.0000,0.0091
-9.250,-0.3744,0.08660,0.08435,-0.0380,1.0000,0.0090
-9.000,-0.3773,0.08274,0.08052,-0.0393,1.0000,0.0089
-8.750,-0.3799,0.07930,0.07712,-0.0403,1.0000,0.0088
-8.500,-0.3821,0.07488,0.07273,-0.0428,0.9932,0.0087
-8.250,-0.3742,0.06799,0.06585,-0.0516,0.9764,0.0085
-8.000,-0.3617,0.05697,0.05478,-0.0689,0.9434,0.0083
-7.750,-0.3917,0.03195,0.02883,-0.0858,0.8895,0.0077
-7.500,-0.3891,0.02598,0.02209,-0.0854,0.8617,0.0078
-7.250,-0.3752,0.02287,0.01843,-0.0844,0.8406,0.0080
-7.000,-0.3569,0.02073,0.01584,-0.0836,0.8221,0.0082
-6.750,-0.3361,0.01913,0.01385,-0.0828,0.8058,0.0084
-6.500,-0.3138,0.01782,0.01220,-0.0821,0.7912,0.0086
-6.250,-0.2904,0.01673,0.01083,-0.0815,0.7776,0.0087
-6.000,-0.2663,0.01585,0.00970,-0.0809,0.7652,0.0089
-5.750,-0.2413,0.01514,0.00879,-0.0804,0.7535,0.0091
-5.500,-0.2159,0.01456,0.00803,-0.0801,0.7424,0.0094
-5.250,-0.1919,0.01354,0.00684,-0.0795,0.7325,0.0098
-5.000,-0.1668,0.01290,0.00608,-0.0791,0.7228,0.0101
-4.750,-0.1411,0.01235,0.00544,-0.0787,0.7138,0.0104
-4.500,-0.1152,0.01190,0.00488,-0.0784,0.7054,0.0107
-4.250,-0.0890,0.01148,0.00437,-0.0781,0.6970,0.0111
-4.000,-0.0626,0.01114,0.00393,-0.0778,0.6896,0.0115
-3.750,-0.0359,0.01082,0.00353,-0.0776,0.6820,0.0121
-3.500,-0.0090,0.01057,0.00319,-0.0773,0.6751,0.0126
-3.250,0.0181,0.01034,0.00287,-0.0772,0.6681,0.0133
-3.000,0.0450,0.01010,0.00256,-0.0769,0.6618,0.0152
-2.750,0.0723,0.00992,0.00233,-0.0768,0.6553,0.0175
-2.500,0.0992,0.00966,0.00210,-0.0766,0.6492,0.0311
-2.250,0.1262,0.00942,0.00194,-0.0765,0.6436,0.0608
-2.000,0.1531,0.00920,0.00182,-0.0764,0.6375,0.0944
