Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e193-il-1000000-n5
Airfoil,e193-il
Reynolds number,1000000
Ncrit,5
Mach,0
Max Cl/Cd,125.534
Max Cl/Cd alpha,4
Url,http://airfoiltools.com/polar/csv?polar=xf-e193-il-1000000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.500,-0.3867,0.08730,0.08569,-0.0368,1.0000,0.0059
-9.250,-0.3840,0.08220,0.08059,-0.0405,0.9857,0.0058
-8.750,-0.5101,0.02641,0.02339,-0.0853,0.8537,0.0052
-8.500,-0.5013,0.02313,0.01962,-0.0843,0.8298,0.0053
-8.250,-0.4859,0.02096,0.01706,-0.0834,0.8099,0.0055
-8.000,-0.4675,0.01921,0.01496,-0.0826,0.7927,0.0056
-7.750,-0.4467,0.01786,0.01332,-0.0820,0.7777,0.0058
-7.500,-0.4242,0.01682,0.01204,-0.0814,0.7637,0.0059
-7.250,-0.4010,0.01589,0.01089,-0.0809,0.7506,0.0061
-7.000,-0.3767,0.01515,0.00996,-0.0805,0.7387,0.0062
-6.750,-0.3519,0.01449,0.00915,-0.0801,0.7280,0.0063
-6.500,-0.3267,0.01392,0.00841,-0.0798,0.7179,0.0064
-6.000,-0.2763,0.01264,0.00685,-0.0791,0.6990,0.0065
-5.750,-0.2517,0.01181,0.00587,-0.0786,0.6909,0.0067
-5.500,-0.2259,0.01129,0.00525,-0.0783,0.6826,0.0069
-5.250,-0.1997,0.01087,0.00473,-0.0781,0.6751,0.0071
-5.000,-0.1730,0.01055,0.00435,-0.0779,0.6678,0.0073
-4.750,-0.1463,0.01026,0.00400,-0.0777,0.6609,0.0077
-4.500,-0.1193,0.00998,0.00366,-0.0776,0.6542,0.0080
-4.000,-0.0652,0.00943,0.00297,-0.0772,0.6419,0.0086
-3.750,-0.0380,0.00921,0.00268,-0.0771,0.6357,0.0089
-3.500,-0.0105,0.00903,0.00245,-0.0770,0.6303,0.0092
-3.250,0.0169,0.00882,0.00219,-0.0769,0.6247,0.0096
-3.000,0.0443,0.00863,0.00194,-0.0767,0.6192,0.0103
-2.750,0.0719,0.00849,0.00176,-0.0767,0.6141,0.0111
-2.500,0.0997,0.00837,0.00160,-0.0766,0.6087,0.0121
-2.000,0.1546,0.00802,0.00133,-0.0765,0.5989,0.0402
-1.750,0.1821,0.00786,0.00123,-0.0764,0.5938,0.0629
-1.250,0.2370,0.00755,0.00109,-0.0764,0.5844,0.1302
-1.000,0.2643,0.00736,0.00104,-0.0764,0.5793,0.1795
-0.750,0.2913,0.00718,0.00101,-0.0763,0.5746,0.2391
-0.500,0.3187,0.00700,0.00099,-0.0763,0.5701,0.2979
-0.250,0.3459,0.00681,0.00098,-0.0763,0.5651,0.3646
0.000,0.3729,0.00667,0.00098,-0.0762,0.5603,0.4268
0.250,0.4003,0.00655,0.00099,-0.0762,0.5558,0.4778
0.500,0.4274,0.00641,0.00101,-0.0761,0.5507,0.5424
0.750,0.4539,0.00625,0.00105,-0.0759,0.5458,0.6182
1.000,0.4803,0.00608,0.00108,-0.0756,0.5413,0.6944
1.250,0.5057,0.00590,0.00113,-0.0751,0.5359,0.7756
1.500,0.5290,0.00571,0.00120,-0.0739,0.5304,0.8666
1.750,0.5611,0.00561,0.00127,-0.0746,0.5238,0.9610
2.500,0.6700,0.00584,0.00139,-0.0803,0.4981,1.0000
2.750,0.6956,0.00594,0.00145,-0.0799,0.4890,1.0000
3.000,0.7213,0.00603,0.00152,-0.0795,0.4796,1.0000
3.250,0.7468,0.00615,0.00160,-0.0790,0.4688,1.0000
3.500,0.7723,0.00628,0.00168,-0.0786,0.4570,1.0000
3.750,0.7980,0.00641,0.00178,-0.0781,0.4444,1.0000
4.000,0.8235,0.00656,0.00189,-0.0777,0.4303,1.0000
4.250,0.8484,0.00677,0.00202,-0.0772,0.4084,1.0000
4.500,0.8715,0.00714,0.00221,-0.0764,0.3696,1.0000
4.750,0.8946,0.00752,0.00244,-0.0757,0.3324,1.0000
5.000,0.9151,0.00815,0.00278,-0.0746,0.2745,1.0000
5.250,0.9337,0.00894,0.00322,-0.0732,0.2066,1.0000
5.500,0.9539,0.00959,0.00362,-0.0721,0.1579,1.0000
5.750,0.9747,0.01018,0.00401,-0.0711,0.1190,1.0000
6.000,0.9961,0.01070,0.00438,-0.0701,0.0884,1.0000
6.250,1.0180,0.01118,0.00475,-0.0692,0.0662,1.0000
6.500,1.0382,0.01177,0.00519,-0.0681,0.0400,1.0000
6.750,1.0590,0.01230,0.00564,-0.0671,0.0231,1.0000
7.000,1.0789,0.01290,0.00615,-0.0659,0.0091,1.0000
7.250,1.1013,0.01327,0.00653,-0.0651,0.0079,1.0000
7.500,1.1232,0.01367,0.00696,-0.0642,0.0067,1.0000
7.750,1.1451,0.01405,0.00736,-0.0633,0.0064,1.0000
8.000,1.1667,0.01443,0.00779,-0.0624,0.0061,1.0000
8.250,1.1877,0.01484,0.00823,-0.0615,0.0058,1.0000
8.500,1.2077,0.01529,0.00872,-0.0603,0.0055,1.0000
8.750,1.2272,0.01575,0.00922,-0.0591,0.0053,1.0000
9.000,1.2455,0.01626,0.00978,-0.0577,0.0052,1.0000
9.250,1.2627,0.01681,0.01038,-0.0562,0.0050,1.0000
9.500,1.2771,0.01739,0.01100,-0.0542,0.0048,1.0000
9.750,1.2889,0.01802,0.01169,-0.0517,0.0047,1.0000
10.000,1.2986,0.01878,0.01251,-0.0490,0.0045,1.0000
10.250,1.3060,0.01970,0.01351,-0.0462,0.0044,1.0000
10.500,1.3148,0.02059,0.01447,-0.0437,0.0043,1.0000
10.750,1.3254,0.02141,0.01536,-0.0417,0.0042,1.0000
11.000,1.3342,0.02239,0.01641,-0.0396,0.0042,1.0000
11.250,1.3440,0.02336,0.01745,-0.0378,0.0041,1.0000
11.500,1.3542,0.02436,0.01851,-0.0363,0.0040,1.0000
11.750,1.3585,0.02585,0.02009,-0.0343,0.0040,1.0000
12.000,1.3689,0.02695,0.02125,-0.0331,0.0039,1.0000
12.250,1.3759,0.02838,0.02276,-0.0317,0.0038,1.0000
12.500,1.3803,0.03011,0.02458,-0.0304,0.0037,1.0000
12.750,1.3864,0.03176,0.02632,-0.0293,0.0036,1.0000
13.000,1.3902,0.03370,0.02835,-0.0283,0.0036,1.0000
13.250,1.3947,0.03565,0.03038,-0.0275,0.0035,1.0000
13.500,1.3962,0.03795,0.03278,-0.0267,0.0035,1.0000
13.750,1.3992,0.04018,0.03510,-0.0262,0.0034,1.0000
14.000,1.4002,0.04268,0.03769,-0.0257,0.0033,1.0000
14.250,1.4004,0.04533,0.04045,-0.0254,0.0034,1.0000
14.500,1.4034,0.04775,0.04294,-0.0253,0.0033,1.0000
14.750,1.3998,0.05101,0.04632,-0.0252,0.0033,1.0000
15.000,1.4026,0.05361,0.04900,-0.0254,0.0032,1.0000
15.250,1.3995,0.05704,0.05254,-0.0257,0.0032,1.0000
15.500,1.3980,0.06037,0.05598,-0.0262,0.0032,1.0000
15.750,1.3941,0.06415,0.05987,-0.0269,0.0031,1.0000
16.000,1.3887,0.06828,0.06411,-0.0279,0.0031,1.0000
16.250,1.3845,0.07236,0.06830,-0.0290,0.0031,1.0000
16.500,1.3818,0.07636,0.07239,-0.0303,0.0030,1.0000
16.750,1.3747,0.08115,0.07730,-0.0319,0.0030,1.0000
17.000,1.3664,0.08631,0.08259,-0.0338,0.0031,1.0000
17.250,1.3605,0.09121,0.08760,-0.0358,0.0030,1.0000
17.500,1.3538,0.09638,0.09287,-0.0380,0.0030,1.0000
17.750,1.3403,0.10292,0.09956,-0.0409,0.0030,1.0000
18.000,1.3333,0.10847,0.10521,-0.0436,0.0030,1.0000
18.250,1.3224,0.11483,0.11170,-0.0467,0.0030,1.0000
18.500,1.3111,0.12147,0.11846,-0.0501,0.0030,1.0000
18.750,1.3014,0.12796,0.12506,-0.0536,0.0029,1.0000
19.000,1.2900,0.13492,0.13214,-0.0575,0.0029,1.0000
19.250,1.2795,0.14182,0.13915,-0.0615,0.0029,1.0000
