Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e193-il-200000-n5
Airfoil,e193-il
Reynolds number,200000
Ncrit,5
Mach,0
Max Cl/Cd,80.3344
Max Cl/Cd alpha,6.25
Url,http://airfoiltools.com/polar/csv?polar=xf-e193-il-200000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-9.000,-0.3667,0.08710,0.08360,-0.0403,1.0000,0.0173
-8.750,-0.3649,0.08449,0.08104,-0.0405,1.0000,0.0170
-8.500,-0.3669,0.08127,0.07788,-0.0411,1.0000,0.0167
-8.250,-0.3716,0.07804,0.07472,-0.0416,1.0000,0.0165
-8.000,-0.3806,0.07494,0.07171,-0.0417,1.0000,0.0162
-7.750,-0.3869,0.07103,0.06788,-0.0440,0.9951,0.0159
-7.500,-0.3707,0.06257,0.05938,-0.0565,0.9784,0.0155
-7.250,-0.3556,0.05117,0.04777,-0.0701,0.9596,0.0148
-7.000,-0.3502,0.03749,0.03338,-0.0790,0.9370,0.0141
-6.750,-0.3294,0.03249,0.02785,-0.0818,0.9210,0.0144
-6.500,-0.3054,0.02909,0.02397,-0.0834,0.9056,0.0152
-6.250,-0.2815,0.02582,0.02011,-0.0841,0.8899,0.0156
-6.000,-0.2572,0.02314,0.01689,-0.0842,0.8746,0.0157
-5.750,-0.2322,0.02108,0.01436,-0.0839,0.8595,0.0158
-5.500,-0.2070,0.01950,0.01239,-0.0835,0.8448,0.0160
-5.250,-0.1818,0.01822,0.01081,-0.0830,0.8307,0.0163
-5.000,-0.1566,0.01717,0.00952,-0.0824,0.8175,0.0166
-4.750,-0.1314,0.01630,0.00844,-0.0818,0.8050,0.0171
-4.500,-0.1062,0.01554,0.00752,-0.0813,0.7933,0.0176
-4.250,-0.0813,0.01482,0.00667,-0.0807,0.7823,0.0186
-4.000,-0.0556,0.01438,0.00614,-0.0804,0.7714,0.0205
-3.750,-0.0296,0.01395,0.00556,-0.0799,0.7615,0.0225
-3.500,-0.0038,0.01348,0.00497,-0.0795,0.7523,0.0245
-3.250,0.0226,0.01312,0.00449,-0.0791,0.7430,0.0284
-3.000,0.0486,0.01268,0.00406,-0.0787,0.7347,0.0429
-2.750,0.0745,0.01227,0.00376,-0.0784,0.7262,0.0829
-2.500,0.1003,0.01188,0.00355,-0.0782,0.7187,0.1398
-2.250,0.1261,0.01154,0.00339,-0.0780,0.7109,0.2046
-2.000,0.1517,0.01120,0.00327,-0.0778,0.7039,0.2809
-1.750,0.1774,0.01091,0.00316,-0.0775,0.6967,0.3547
-1.500,0.2025,0.01061,0.00308,-0.0770,0.6903,0.4403
-1.250,0.2268,0.01028,0.00305,-0.0763,0.6833,0.5385
-1.000,0.2502,0.00997,0.00302,-0.0752,0.6777,0.6422
-0.750,0.2727,0.00964,0.00304,-0.0736,0.6710,0.7586
-0.500,0.3109,0.00942,0.00303,-0.0750,0.6651,0.9002
-0.250,0.3605,0.00941,0.00293,-0.0794,0.6590,0.9753
0.000,0.4025,0.00944,0.00285,-0.0825,0.6525,1.0000
0.250,0.4275,0.00954,0.00282,-0.0820,0.6473,1.0000
0.500,0.4526,0.00962,0.00284,-0.0814,0.6410,1.0000
0.750,0.4779,0.00973,0.00285,-0.0809,0.6354,1.0000
1.000,0.5033,0.00983,0.00289,-0.0804,0.6299,1.0000
1.250,0.5288,0.00993,0.00295,-0.0800,0.6240,1.0000
1.500,0.5545,0.01006,0.00299,-0.0796,0.6190,1.0000
1.750,0.5803,0.01016,0.00308,-0.0792,0.6130,1.0000
2.000,0.6061,0.01028,0.00317,-0.0788,0.6074,1.0000
2.250,0.6320,0.01041,0.00326,-0.0784,0.6023,1.0000
2.500,0.6579,0.01053,0.00339,-0.0780,0.5961,1.0000
2.750,0.6839,0.01066,0.00350,-0.0776,0.5905,1.0000
3.000,0.7098,0.01080,0.00364,-0.0773,0.5844,1.0000
3.250,0.7357,0.01092,0.00378,-0.0769,0.5776,1.0000
3.500,0.7615,0.01106,0.00392,-0.0765,0.5707,1.0000
3.750,0.7871,0.01119,0.00407,-0.0761,0.5627,1.0000
4.000,0.8127,0.01132,0.00424,-0.0756,0.5544,1.0000
4.250,0.8381,0.01145,0.00437,-0.0751,0.5457,1.0000
4.500,0.8634,0.01158,0.00456,-0.0747,0.5356,1.0000
4.750,0.8886,0.01173,0.00473,-0.0741,0.5251,1.0000
5.000,0.9135,0.01188,0.00492,-0.0736,0.5141,1.0000
5.250,0.9382,0.01204,0.00511,-0.0730,0.5020,1.0000
5.500,0.9626,0.01220,0.00533,-0.0723,0.4884,1.0000
5.750,0.9867,0.01239,0.00557,-0.0716,0.4734,1.0000
6.000,1.0103,0.01261,0.00582,-0.0709,0.4558,1.0000
6.250,1.0331,0.01286,0.00608,-0.0700,0.4329,1.0000
6.500,1.0529,0.01325,0.00635,-0.0686,0.3936,1.0000
6.750,1.0673,0.01399,0.00678,-0.0665,0.3283,1.0000
7.000,1.0780,0.01510,0.00747,-0.0640,0.2558,1.0000
7.250,1.0909,0.01612,0.00823,-0.0619,0.2045,1.0000
7.500,1.1034,0.01717,0.00904,-0.0599,0.1596,1.0000
7.750,1.1164,0.01816,0.00984,-0.0579,0.1232,1.0000
8.000,1.1275,0.01923,0.01072,-0.0557,0.0887,1.0000
8.250,1.1384,0.02027,0.01163,-0.0535,0.0618,1.0000
8.500,1.1455,0.02146,0.01265,-0.0507,0.0375,1.0000
8.750,1.1531,0.02249,0.01365,-0.0480,0.0254,1.0000
9.000,1.1608,0.02355,0.01473,-0.0453,0.0196,1.0000
9.500,1.1772,0.02577,0.01709,-0.0407,0.0157,1.0000
9.750,1.1857,0.02693,0.01837,-0.0386,0.0149,1.0000
10.000,1.1925,0.02827,0.01983,-0.0367,0.0141,1.0000
10.250,1.1986,0.02972,0.02139,-0.0349,0.0136,1.0000
10.500,1.2019,0.03150,0.02327,-0.0332,0.0130,1.0000
10.750,1.2057,0.03331,0.02519,-0.0317,0.0126,1.0000
11.000,1.2104,0.03514,0.02715,-0.0304,0.0122,1.0000
11.250,1.2156,0.03699,0.02912,-0.0293,0.0116,1.0000
11.500,1.2200,0.03899,0.03124,-0.0284,0.0112,1.0000
11.750,1.2226,0.04124,0.03360,-0.0275,0.0109,1.0000
12.000,1.2254,0.04352,0.03602,-0.0267,0.0107,1.0000
12.250,1.2278,0.04593,0.03854,-0.0260,0.0105,1.0000
12.500,1.2301,0.04840,0.04112,-0.0255,0.0103,1.0000
12.750,1.2321,0.05096,0.04378,-0.0250,0.0101,1.0000
13.000,1.2338,0.05362,0.04656,-0.0246,0.0100,1.0000
13.250,1.2352,0.05638,0.04942,-0.0243,0.0098,1.0000
13.500,1.2369,0.05917,0.05233,-0.0240,0.0097,1.0000
13.750,1.2378,0.06216,0.05543,-0.0237,0.0095,1.0000
14.000,1.2386,0.06529,0.05870,-0.0235,0.0094,1.0000
14.250,1.2399,0.06838,0.06193,-0.0235,0.0094,1.0000
14.500,1.2390,0.07189,0.06562,-0.0238,0.0093,1.0000
14.750,1.2372,0.07560,0.06954,-0.0243,0.0093,1.0000
15.000,1.2335,0.07968,0.07382,-0.0252,0.0092,1.0000
