Xfoil polar. Reynolds number fixed. Mach  number fixed
Polar key,xf-e205-il-50000-n5
Airfoil,e205-il
Reynolds number,50000
Ncrit,5
Mach,0
Max Cl/Cd,34.5317
Max Cl/Cd alpha,8.5
Url,http://airfoiltools.com/polar/csv?polar=xf-e205-il-50000-n5

Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-10.500,-0.4122,0.12371,0.11661,-0.0161,1.0000,0.1101
-10.250,-0.4194,0.12136,0.11436,-0.0191,1.0000,0.1130
-10.000,-0.4216,0.11834,0.11141,-0.0215,1.0000,0.1135
-9.750,-0.4011,0.11285,0.10588,-0.0201,1.0000,0.1072
-9.500,-0.4147,0.10406,0.09712,-0.0279,1.0000,0.0589
-9.250,-0.4057,0.10050,0.09359,-0.0276,1.0000,0.0572
-9.000,-0.4026,0.09674,0.08988,-0.0287,1.0000,0.0556
-8.750,-0.4020,0.09284,0.08606,-0.0302,1.0000,0.0542
-8.500,-0.4038,0.08876,0.08207,-0.0321,1.0000,0.0528
-8.250,-0.4081,0.08453,0.07794,-0.0344,1.0000,0.0515
-8.000,-0.4174,0.07986,0.07339,-0.0374,1.0000,0.0502
-7.500,-0.4412,0.06733,0.06075,-0.0458,1.0000,0.0466
-7.250,-0.4419,0.06355,0.05692,-0.0459,1.0000,0.0463
-7.000,-0.4422,0.05985,0.05315,-0.0456,1.0000,0.0460
-6.750,-0.4420,0.05621,0.04938,-0.0450,1.0000,0.0459
-6.500,-0.4411,0.05258,0.04553,-0.0441,1.0000,0.0461
-6.250,-0.4389,0.04921,0.04185,-0.0428,1.0000,0.0464
-6.000,-0.4355,0.04614,0.03850,-0.0411,1.0000,0.0471
-5.750,-0.4302,0.04382,0.03605,-0.0393,1.0000,0.0483
-5.500,-0.4238,0.04191,0.03403,-0.0373,1.0000,0.0494
-5.250,-0.3996,0.03891,0.03061,-0.0387,0.9920,0.0506
-5.000,-0.3638,0.03552,0.02663,-0.0415,0.9791,0.0513
-4.750,-0.3274,0.03271,0.02327,-0.0439,0.9663,0.0527
-4.500,-0.2895,0.03032,0.02039,-0.0460,0.9541,0.0547
-4.250,-0.2504,0.02827,0.01789,-0.0480,0.9425,0.0577
-4.000,-0.2136,0.02674,0.01617,-0.0498,0.9299,0.0637
-3.750,-0.1760,0.02543,0.01462,-0.0515,0.9175,0.0739
-3.500,-0.1393,0.02410,0.01318,-0.0530,0.9052,0.0873
-3.000,-0.0701,0.02153,0.01123,-0.0563,0.8804,0.2231
-2.750,-0.0406,0.02036,0.01061,-0.0568,0.8679,0.3504
-2.500,-0.0155,0.01929,0.01028,-0.0558,0.8559,0.5241
-2.250,0.0235,0.01836,0.01018,-0.0555,0.8451,0.7829
-2.000,0.1375,0.01796,0.00926,-0.0705,0.8412,0.9927
-1.750,0.1697,0.01795,0.00886,-0.0716,0.8272,1.0000
-1.500,0.1940,0.01803,0.00860,-0.0711,0.8130,1.0000
-1.250,0.2176,0.01815,0.00843,-0.0704,0.7995,1.0000
